subscription_id,account_id,plan,monthly_revenue,annual_contract_value,renewal_date,status
SUB001518,ACC002847,Professional,6770.41,70265.34,2026-12-11,Active
SUB001519,ACC001589,Growth,983.67,11467.29,2026-07-30,Active
SUB001520,ACC001392,Enterprise,34001.52,362426.74,2026-07-26,Trial
SUB001521,ACC002036,Enterprise,37411.54,408700.2,2026-05-29,Cancelled
SUB001522,ACC001652,Starter,183.42,2001.94,2026-06-06,Cancelled
SUB001523,ACC000235,Starter,311.78,3627.42,2027-05-25,Active
SUB001524,ACC002018,Starter,372.34,4265.77,2026-03-08,Cancelled
SUB001525,ACC001028,Starter,-107.05,1099.31,2027-06-30,Active
SUB001526,ACC002133,Professional,4640.38,54161.56,2026-09-02,Active
SUB001527,ACC000156,Enterprise,44361.56,487401.18,2026-02-11,Cancelled
SUB001528,ACC001517,Starter,205.9,2449.19,2026-08-06,Active
SUB001529,ACC001445,Professional,5889.92,64168.95,2026-07-10,Trial
SUB001530,ACC001177,Enterprise,15861.59,181125.71,2026-06-29,Paused
SUB001531,ACC000555,Starter,,1575.88,2026-12-21,Active
SUB001532,ACC001357,Professional,4114.72,47495.8,2026-09-28,Active
SUB001533,ACC001162,Growth,968.13,9924.74,2027-01-09,Active
SUB001534,ACC002293,Enterprise,14216.18,150092.95,2026-07-31,Active
SUB001535,ACC000012,Starter,479.37,5522.01,2027-03-30,Active
SUB001536,ACC000599,Professional,5464.96,64844.66,2026-11-15,Active
SUB001537,ACC002988,Enterprise,26447.38,307741.45,2027-03-25,Active
SUB001538,ACC002654,Enterprise,13513.89,149732.91,2026-12-13,Active
SUB001539,ACC000570,Growth,1176.18,12843.05,2026-03-27,Paused
SUB001540,ACC002390,Growth,1758.38,19857.35,2027-03-21,Active
SUB001541,ACC000266,Enterprise,10779.92,115139.07,2027-02-16,Active
SUB001542,ACC002193,Professional,3626.9,40113.17,2026-11-29,Active
SUB001543,ACC002510,Growth,781.44,8814.32,2027-03-20,Active
SUB001544,ACC001759,Growth,1907.01,21941.87,2026-12-17,Active
SUB001545,ACC000209,Enterprise,30710.51,354569.44,2027-02-19,Active
SUB001546,ACC000075,Enterprise,27975.18,305016.38,2026-07-31,Trial
SUB001547,ACC000490,Professional,7442.27,81281.05,2026-12-02,Active
SUB001548,ACC001528,Growth,770.73,7956.44,2027-05-03,Active
SUB001549,ACC001094,Growth,1708.12,20333.73,2026-07-06,Cancelled
SUB001550,ACC001490,Professional,4195.7,45596.13,2027-04-10,Active
SUB001551,ACC002511,Starter,440.84,5079.84,2026-09-17,Active
SUB001552,ACC002284,Professional,3962.67,45965.82,2025-09-29,Active
SUB001553,ACC000703,Professional,4964.86,56292.47,2026-01-23,Cancelled
SUB001554,ACC002613,Growth,733.17,8566.95,2027-02-14,Active
SUB001555,ACC000353,Professional,6444.1,76597.1,2027-01-19,Active
SUB001556,ACC000020,Professional,4303.87,49532.66,2026-03-10,Paused
SUB001557,ACC001142,Enterprise,-41306.81,492343.97,2027-02-06,Active
SUB001558,ACC000216,Starter,,2515.95,2027-04-27,Active
SUB001559,ACC001312,Professional,3592.13,37841.54,2026-04-13,Paused
SUB001560,ACC000162,Professional,2095.43,21822.47,2026-10-18,Active
SUB001561,ACC001451,Professional,4625.56,50139.97,2027-03-20,Active
SUB001562,ACC002506,Professional,6877.22,77539.76,2027-01-30,Active
SUB001563,ACC000207,Growth,1345.72,15626.76,2026-07-28,Trial
SUB001564,ACC000128,Enterprise,-34658.83,381602.19,2026-05-27,Paused
SUB001565,ACC002030,Growth,1372.62,15940.09,2026-12-30,Active
SUB001566,ACC001518,Professional,5430.52,65014.56,2027-07-06,Active
SUB001567,ACC001851,Professional,7359.47,75556.46,2026-09-03,Active
SUB001568,ACC001080,Enterprise,16425.53,193706.34,2026-07-12,Active
SUB001569,ACC002808,Growth,815.31,9328.89,2026-09-04,Active
SUB001570,ACC002885,Enterprise,29858.18,335420.11,2027-04-15,Active
SUB001571,ACC001492,Professional,7366.17,80551.8,2026-07-08,Active
SUB001572,ACC001207,Growth,1774.22,19144.52,2027-01-19,Active
SUB001573,ACC000029,Enterprise,26612.14,294441.08,2026-04-11,Paused
SUB001574,ACC001416,Growth,,16853.02,2027-06-19,Active
SUB001575,ACC001890,Starter,131.37,1475.41,2027-02-07,Active
SUB001576,ACC002103,Growth,604.53,7118.36,2026-08-05,Active
SUB001577,ACC000478,Professional,7223.66,84430.92,2026-06-23,Cancelled
SUB001578,ACC002695,Starter,347.96,3881.91,2026-07-25,Trial
SUB001579,ACC001299,Professional,2323.07,23763.06,2026-03-06,Cancelled
SUB001580,ACC002145,Starter,494.44,5121.59,2026-07-05,Paused
SUB001581,ACC000882,Professional,,33195.87,2026-11-11,Active
SUB001582,ACC001425,Professional,6296.97,69984.55,2026-04-08,Cancelled
SUB001583,ACC000178,Professional,5157.77,59990.8,2026-07-11,Trial
SUB001584,ACC001072,Starter,,4201.26,2027-02-09,Active
SUB001585,ACC001399,Enterprise,36874.93,430530.45,2027-05-07,Active
SUB001586,ACC001317,Growth,,17449.56,2026-11-15,Active
SUB001587,ACC002042,Starter,261.28,2947.29,2027-03-15,Active
SUB001588,ACC002139,Growth,944.83,10098.85,2026-12-14,Active
SUB001589,ACC001408,Growth,551.26,6051.13,2026-08-20,Active
SUB001590,ACC001030,Enterprise,27999.66,292167.19,2026-10-13,Active
SUB001591,ACC000685,Professional,4335.46,45960.02,2026-09-23,Active
SUB001592,ACC000768,Starter,210.68,2360.51,2026-03-07,Cancelled
SUB001593,ACC000348,Growth,1929.31,23027.47,2026-11-10,Active
SUB001594,ACC000586,Growth,1557.48,17979.34,2027-01-30,Active
SUB001595,ACC002681,Professional,5255.15,58724.08,2027-06-18,Active
SUB001596,ACC001206,Growth,518.62,6197.01,2026-10-04,Active
SUB001597,ACC000177,Professional,4310.03,47685.36,2026-12-01,Active
SUB001598,ACC000356,Growth,1704.06,18442.02,2026-12-02,Active
SUB001599,ACC000769,Starter,301.02,3423.88,2026-07-14,Trial
SUB001600,ACC001582,Growth,1045.82,11401.4,2027-01-09,Active
SUB001601,ACC001993,Starter,189.41,1971.81,2026-12-17,Active
SUB001602,ACC001193,Growth,1286.19,14619.15,2026-05-30,Paused
SUB001603,ACC001827,Professional,7390.4,86772.4,2026-10-08,Active
SUB001604,ACC002056,Professional,5357.15,59847.61,2027-03-31,Active
SUB001605,ACC001259,Professional,5769.09,64744.18,2026-10-27,Active
SUB001606,ACC000951,Starter,152.32,1665.58,2027-02-12,Active
SUB001607,ACC000252,Growth,1824.68,18952.47,2026-05-13,Active
SUB001608,ACC002270,Enterprise,-23589.14,255571.12,2026-03-30,Paused
SUB001609,ACC001124,Starter,424.0,4395.1,2026-08-02,Active
SUB001610,ACC002053,Growth,1035.64,11838.63,2026-04-20,Paused
SUB001611,ACC001485,Growth,880.93,9589.44,2027-03-09,Active
SUB001612,ACC000866,Starter,375.77,4109.2,2026-08-06,Active
SUB001613,ACC001733,Growth,865.68,9000.0,2026-03-23,Paused
SUB001614,ACC000588,Starter,479.63,5381.51,2026-07-28,Active
SUB001615,ACC002601,Professional,2555.1,30380.25,2026-06-19,Cancelled
SUB001616,ACC002907,Professional,5884.97,66313.01,2027-05-22,Active
SUB001617,ACC001295,Professional,5761.47,66581.82,2027-02-09,Active
SUB001618,ACC001502,Professional,5084.69,52139.04,2026-10-02,Active
SUB001619,ACC002874,Professional,2574.97,29824.74,2027-03-21,Active
SUB001620,ACC001049,Professional,5180.32,55065.51,2027-03-10,Active
SUB001621,ACC002648,Starter,453.05,5113.4,2027-01-04,Active
SUB001622,ACC001819,Starter,164.37,1713.72,2027-02-07,Active
SUB001623,ACC002222,Professional,2015.41,22157.8,2027-06-20,Active
SUB001624,ACC001380,Enterprise,32697.47,356568.86,2026-05-08,Cancelled
SUB001625,ACC000246,Starter,110.36,1267.63,2026-08-04,Trial
SUB001626,ACC002567,Growth,1428.75,16414.24,2026-08-21,Active
SUB001627,ACC001001,Enterprise,26654.83,279776.3,2027-05-13,Active
SUB001628,ACC001580,Enterprise,36770.3,435869.93,2026-04-14,Cancelled
SUB001629,ACC002621,Enterprise,28547.71,313987.7,2026-04-15,Cancelled
SUB001630,ACC002092,Growth,1072.28,11827.84,2026-03-06,Cancelled
SUB001631,ACC002956,Enterprise,20785.69,235991.05,2026-05-03,Cancelled
SUB001632,ACC002822,Growth,614.76,6865.27,2026-10-28,Active
SUB001633,ACC002140,Growth,1462.11,15733.36,2027-05-05,Active
SUB001634,ACC002926,Professional,7242.8,75757.41,2026-11-30,Active
SUB001635,ACC001069,Enterprise,15679.44,174808.23,2026-08-05,Trial
SUB001636,ACC001698,Starter,355.76,3842.22,2026-01-24,Cancelled
SUB001637,ACC002070,Starter,245.21,2939.62,2026-11-26,Active
SUB001638,ACC001272,Growth,1791.95,19652.7,2026-04-28,Cancelled
SUB001639,ACC000343,Growth,1756.33,20852.95,2026-09-03,Active
SUB001640,ACC001019,Enterprise,23013.15,251418.72,2027-02-14,Active
SUB001641,ACC001017,Professional,6678.74,69938.2,2026-08-21,Active
SUB001642,ACC001942,Enterprise,28794.67,305778.34,2027-01-26,Active
SUB001643,ACC000358,Professional,5417.26,59083.98,2026-10-12,Active
SUB001644,ACC000495,Enterprise,40771.58,471490.46,2026-09-08,Active
SUB001645,ACC000989,Growth,1414.63,15205.99,2026-08-20,Active
SUB001646,ACC002096,Growth,558.57,6567.24,2026-10-25,Active
SUB001647,ACC002188,Starter,211.38,2444.14,2026-04-07,Paused
SUB001648,ACC001109,Growth,1429.88,14801.53,2027-05-20,Active
SUB001649,ACC001665,Enterprise,15870.28,171570.79,2027-04-16,Active
SUB001650,ACC002921,Growth,999.8,10367.85,2026-08-10,Active
SUB001651,ACC002311,Enterprise,33506.51,371287.69,2026-08-27,Active
SUB001652,ACC001990,Enterprise,30274.91,338245.77,2026-07-30,Trial
SUB001653,ACC001638,Professional,2561.23,27423.53,2027-03-01,Active
SUB001654,ACC000125,Starter,412.28,4735.1,2026-05-23,Paused
SUB001655,ACC000886,Professional,2609.17,28186.54,2026-09-20,Active
SUB001656,ACC000615,Professional,6610.27,75137.25,2026-11-14,Active
SUB001657,ACC000422,Enterprise,49811.24,580551.67,2026-11-16,Active
SUB001658,ACC002262,Growth,1543.97,17893.65,2026-09-13,Active
SUB001659,ACC000623,Professional,2267.46,24920.45,2026-07-10,Active
SUB001660,ACC002291,Professional,2080.32,23740.23,2027-02-05,Active
SUB001661,ACC001747,Enterprise,30677.17,356008.22,2027-04-11,Active
SUB001662,ACC001813,Professional,2073.06,21538.54,2026-10-01,Active
SUB001663,ACC000383,Professional,5333.12,56336.17,2026-06-15,Cancelled
SUB001664,ACC000612,Growth,1697.07,19064.2,2026-12-04,Active
SUB001665,ACC000587,Growth,,7819.5,2026-07-07,Active
SUB001666,ACC000572,Professional,3038.92,32354.7,2026-11-18,Active
SUB001667,ACC001543,Enterprise,31117.14,321017.88,2026-02-24,Active
SUB001668,ACC002374,Growth,651.63,7775.44,2026-03-19,Paused
SUB001669,ACC001648,Professional,6477.63,77352.7,2026-12-21,Active
SUB001670,ACC000215,Professional,4550.85,54020.14,2026-09-16,Active
SUB001671,ACC001794,Professional,2025.13,23262.56,2026-07-08,Active
SUB001672,ACC002497,Growth,540.77,5692.11,2026-07-16,Trial
SUB001673,ACC001710,Professional,6209.96,73336.83,2026-04-11,Cancelled
SUB001674,ACC001903,Enterprise,35505.75,387029.2,2026-03-12,Cancelled
SUB001675,ACC000767,Professional,4725.26,53947.56,2026-10-21,Active
SUB001676,ACC002945,Enterprise,35726.85,421141.74,2026-02-22,Cancelled
SUB001677,ACC002059,Enterprise,49621.96,575275.57,2026-08-19,Active
SUB001678,ACC000519,Enterprise,43276.42,487558.68,2026-10-06,Active
SUB001679,ACC001070,Starter,199.92,2332.27,2027-06-27,Active
SUB001680,ACC001939,Starter,434.79,5009.35,2027-01-18,Active
SUB001681,ACC001737,Professional,7363.66,77812.38,2026-02-06,Paused
SUB001682,ACC000831,Professional,6901.75,72084.1,2027-01-19,Active
SUB001683,ACC002596,Professional,3877.39,41648.34,2026-11-07,Active
SUB001684,ACC002719,Professional,3610.58,42235.63,2026-07-27,Active
SUB001685,ACC000397,Professional,2284.17,24518.52,2026-07-21,Trial
SUB001686,ACC002562,Enterprise,12585.65,143179.97,2026-04-30,Paused
SUB001687,ACC000846,Growth,1501.03,16594.81,2027-03-11,Active
SUB001688,ACC002998,Growth,1161.47,12657.99,2026-10-10,Active
SUB001689,ACC001712,Enterprise,26742.63,317187.11,2026-11-30,Active
SUB001690,ACC002341,Professional,4862.9,57317.94,2027-07-01,Active
SUB001691,ACC001054,Professional,4861.34,55100.35,2027-03-08,Active
SUB001692,ACC001243,Professional,7316.3,78188.93,2026-06-12,Paused
SUB001693,ACC001288,Enterprise,11366.67,129539.28,2026-01-18,Cancelled
SUB001694,ACC001858,Growth,1903.26,22248.45,2026-12-26,Active
SUB001695,ACC000337,Professional,6673.1,70968.56,2026-11-05,Active
SUB001696,ACC000370,Professional,2992.64,32083.49,2026-08-16,Active
SUB001697,ACC001175,Professional,,43014.74,2026-07-28,Trial
SUB001698,ACC001823,Growth,1764.48,18111.51,2027-01-07,Active
SUB001699,ACC002997,Growth,1997.45,21821.72,2026-07-18,Trial
SUB001700,ACC001350,Professional,3125.32,35527.88,2027-01-04,Active
SUB001701,ACC001926,Growth,595.12,6281.59,2026-09-18,Active
SUB001702,ACC001133,Starter,151.18,1625.95,2026-07-28,Trial
SUB001703,ACC002759,Professional,7165.9,75098.65,2027-04-13,Active
SUB001704,ACC001677,Professional,5275.35,58716.86,2026-07-13,Trial
SUB001705,ACC002645,Growth,1017.86,11001.48,2026-07-31,Trial
SUB001706,ACC001194,Starter,,2934.07,2026-09-14,Active
SUB001707,ACC000218,Enterprise,26460.76,294209.38,2025-09-02,Active
SUB001708,ACC001740,Professional,7242.99,83747.91,2027-04-07,Active
SUB001709,ACC002477,Professional,2735.94,32598.59,2026-08-02,Active
SUB001710,ACC000314,Starter,254.02,2749.44,2027-05-14,Active
SUB001711,ACC000579,Growth,1398.49,15978.72,2026-10-01,Active
SUB001712,ACC002778,Growth,523.49,5713.56,2026-07-15,Trial
SUB001713,ACC002154,Growth,1161.05,12576.77,2026-01-10,Paused
SUB001714,ACC001374,Growth,827.45,9342.67,2026-05-01,Paused
SUB001715,ACC002419,Enterprise,20039.51,235273.99,2026-02-17,Cancelled
SUB001716,ACC000763,Starter,392.2,4129.1,2027-01-20,Active
SUB001717,ACC002908,Professional,6487.82,71882.1,2027-05-19,Active
SUB001718,ACC000521,Growth,1735.04,19895.3,2027-02-20,Active
SUB001719,ACC001185,Enterprise,43122.45,450600.03,2026-12-25,Active
SUB001720,ACC002635,Starter,197.97,2044.64,2026-07-30,Trial
SUB001721,ACC000861,Starter,268.21,2744.19,2026-10-09,Active
SUB001722,ACC000829,Growth,564.7,6623.67,2027-02-26,Active
SUB001723,ACC001236,Professional,4961.83,58457.49,2026-05-16,Paused
SUB001724,ACC002848,Professional,3444.9,36908.39,2026-01-12,Active
SUB001725,ACC002815,Growth,1933.5,20488.83,2026-05-31,Paused
SUB001726,ACC002729,Growth,1374.03,16484.73,2026-09-04,Active
SUB001727,ACC002119,Enterprise,23986.54,281724.5,2027-03-12,Active
SUB001728,ACC002718,Professional,6958.95,81803.42,2026-09-17,Active
SUB001729,ACC002820,Professional,5169.72,57249.59,2027-04-08,Active
SUB001730,ACC001620,Starter,299.63,3352.58,2027-05-27,Active
SUB001731,ACC002019,Enterprise,39497.56,422238.09,2026-07-28,Trial
SUB001732,ACC000604,Growth,1118.95,13138.69,2027-04-06,Active
SUB001733,ACC000257,Starter,407.8,4643.61,2027-04-08,Active
SUB001734,ACC001366,Enterprise,14944.69,167886.12,2026-08-24,Active
SUB001735,ACC000961,Enterprise,27849.8,287793.12,2026-07-15,Active
SUB001736,ACC002595,Professional,2922.18,32696.9,2026-07-19,Active
SUB001737,ACC000837,Growth,578.57,6643.99,2027-04-06,Active
SUB001738,ACC001631,Starter,237.36,2711.79,2027-04-26,Active
SUB001739,ACC000276,Growth,896.07,10621.76,2026-11-05,Active
SUB001740,ACC000571,Professional,6580.44,69482.63,2026-08-26,Active
SUB001741,ACC000204,Professional,6768.16,74922.97,2027-05-20,Active
SUB001742,ACC002733,Professional,7214.79,86553.35,2027-04-27,Active
SUB001743,ACC001627,Growth,1160.03,12971.74,2027-03-11,Active
SUB001744,ACC000625,Starter,176.44,2045.5,2026-07-26,Trial
SUB001745,ACC000791,Enterprise,23015.3,265057.69,2027-03-09,Active
SUB001746,ACC001715,Professional,5513.14,57631.85,2026-05-30,Cancelled
SUB001747,ACC000351,Enterprise,19936.2,232172.51,2026-02-10,Cancelled
SUB001748,ACC002342,Growth,1082.92,12543.64,2026-08-07,Active
SUB001749,ACC002408,Enterprise,30004.64,350441.69,2027-05-27,Active
SUB001750,ACC001172,Professional,5371.69,56524.51,2026-11-23,Active
SUB001751,ACC002724,Enterprise,32688.13,357734.87,2026-07-20,Trial
SUB001752,ACC000565,Professional,6848.17,74128.89,2026-08-08,Active
SUB001753,ACC000558,Professional,6446.09,77114.11,2026-04-17,Paused
SUB001754,ACC000911,Growth,1929.37,20949.88,2026-07-10,Trial
SUB001755,ACC000794,Starter,110.44,1283.22,2027-03-09,Active
SUB001756,ACC002726,Enterprise,48169.34,505414.14,2027-03-23,Active
SUB001757,ACC001847,Professional,6332.07,64748.5,2027-06-27,Active
SUB001758,ACC000978,Growth,1828.74,19235.39,2026-12-09,Active
SUB001759,ACC002505,Professional,3408.13,39929.24,2026-04-28,Paused
SUB001760,ACC000064,Growth,1350.45,14939.28,2027-06-29,Active
SUB001761,ACC002344,Starter,308.62,3412.48,2026-06-22,Cancelled
SUB001762,ACC001513,Starter,120.55,1396.56,2026-12-15,Active
SUB001763,ACC002770,Professional,2038.97,23056.3,2027-04-07,Active
SUB001764,ACC000381,Enterprise,25753.35,270982.16,2027-03-07,Active
SUB001765,ACC000096,Professional,3531.07,41258.91,2027-04-29,Active
SUB001766,ACC002033,Enterprise,36816.32,420725.56,2026-11-23,Active
SUB001767,ACC001661,Growth,970.66,10141.24,2026-07-22,Trial
SUB001768,ACC001781,Starter,196.14,2098.82,2027-03-29,Active
SUB001769,ACC001326,Enterprise,34212.36,395610.64,2026-06-18,Paused
SUB001770,ACC001904,Starter,,4099.3,2026-07-29,Trial
SUB001771,ACC002328,Enterprise,35903.76,413624.97,2027-01-18,Active
SUB001772,ACC001590,Professional,4279.47,45108.16,2025-08-01,Active
SUB001773,ACC002824,Professional,6625.48,76861.42,2027-02-06,Active
SUB001774,ACC000838,Professional,5341.87,63013.15,2026-09-12,Active
SUB001775,ACC001343,Growth,577.81,6242.59,2027-04-12,Active
SUB001776,ACC001160,Growth,1635.97,17541.15,2027-05-10,Active
SUB001777,ACC000730,Professional,6893.72,71169.07,2026-11-30,Active
SUB001778,ACC001493,Starter,161.33,1844.94,2026-12-04,Active
SUB001779,ACC002299,Professional,2038.17,21482.29,2027-02-22,Active
SUB001780,ACC000023,Enterprise,29289.43,324005.39,2027-01-13,Active
SUB001781,ACC000743,Enterprise,21771.19,238430.3,2027-02-21,Active
SUB001782,ACC001600,Growth,-1197.58,12999.19,2026-07-07,Trial
SUB001783,ACC001271,Growth,1359.77,15807.43,2026-09-19,Active
SUB001784,ACC000239,Growth,955.43,10680.7,2026-04-24,Cancelled
SUB001785,ACC002946,Enterprise,41370.46,487742.69,2027-05-18,Active
SUB001786,ACC002839,Starter,468.45,5291.1,2026-06-16,Paused
SUB001787,ACC000354,Starter,302.42,3204.37,2026-07-26,Active
SUB001788,ACC002971,Growth,1520.89,17555.4,2026-07-25,Trial
SUB001789,ACC002616,Enterprise,32013.97,329688.62,2026-05-22,Cancelled
SUB001790,ACC002363,Growth,1609.53,18215.39,2026-10-09,Active
SUB001791,ACC002303,Starter,-451.72,5392.73,2026-11-18,Active
SUB001792,ACC001973,Professional,6601.69,72764.62,2027-03-03,Active
SUB001793,ACC002441,Professional,5422.34,56869.99,2026-09-05,Active
SUB001794,ACC000879,Enterprise,39753.67,432456.49,2026-07-18,Trial
SUB001795,ACC002531,Starter,,5157.79,2027-03-06,Active
SUB001796,ACC002480,Professional,5410.06,63405.39,2027-01-05,Active
SUB001797,ACC001473,Growth,1233.0,14506.99,2026-11-17,Active
SUB001798,ACC001991,Enterprise,27393.42,291187.35,2026-10-25,Active
SUB001799,ACC001461,Growth,1373.26,16096.18,2026-11-23,Active
SUB001800,ACC000827,Enterprise,37395.73,434318.73,2026-01-29,Paused
SUB001801,ACC001757,Enterprise,47746.04,544135.8,2026-06-01,Paused
SUB001802,ACC001064,Starter,301.35,3353.87,2026-09-04,Active
SUB001803,ACC002288,Professional,2948.73,34771.07,2027-01-25,Active
SUB001804,ACC001413,Professional,6190.42,74181.06,2026-03-09,Cancelled
SUB001805,ACC002860,Enterprise,46642.06,541528.71,2026-05-12,Cancelled
SUB001806,ACC002462,Growth,1857.96,22198.04,2027-02-24,Active
SUB001807,ACC000936,Enterprise,42108.37,485699.07,2027-06-01,Active
SUB001808,ACC002413,Professional,2384.96,26178.68,2027-04-12,Active
SUB001809,ACC000409,Starter,,5247.29,2026-10-13,Active
SUB001810,ACC002628,Professional,2714.72,32277.97,2027-07-05,Active
SUB001811,ACC002673,Enterprise,18602.27,221804.05,2026-02-17,Cancelled
SUB001812,ACC000841,Growth,1957.12,20283.83,2026-08-09,Active
SUB001813,ACC000385,Enterprise,13917.74,160804.88,2026-08-10,Active
SUB001814,ACC000973,Growth,1472.04,15961.6,2026-02-07,Paused
SUB001815,ACC002358,Professional,3914.37,46533.59,2026-03-24,Cancelled
SUB001816,ACC000804,Enterprise,13451.28,148742.59,2027-06-09,Active
SUB001817,ACC001765,Starter,464.85,5118.79,2026-07-10,Trial
SUB001818,ACC002054,Enterprise,25500.71,297374.95,2026-02-01,Paused
SUB001819,ACC002679,Professional,3616.86,38548.19,2027-04-19,Active
SUB001820,ACC002452,Growth,1215.75,13927.14,2026-07-31,Active
SUB001821,ACC001882,Enterprise,31223.41,343029.39,2026-07-08,Trial
SUB001822,ACC001821,Growth,1698.83,19372.1,2027-06-13,Active
SUB001823,ACC000130,Enterprise,41701.54,445442.09,2026-04-06,Cancelled
SUB001824,ACC001915,Professional,-3171.29,35489.54,2027-04-06,Active
SUB001825,ACC002073,Enterprise,9846.33,107841.78,2027-04-29,Active
SUB001826,ACC001547,Professional,5856.8,67425.13,2027-01-21,Active
SUB001827,ACC002298,Starter,359.89,3914.91,2027-04-10,Active
SUB001828,ACC002742,Professional,6743.14,79478.87,2027-03-02,Active
SUB001829,ACC000734,Enterprise,48342.35,551895.96,2026-09-14,Active
SUB001830,ACC002653,Starter,446.96,4777.74,2026-08-01,Active
SUB001831,ACC001635,Enterprise,9855.33,108205.51,2026-03-21,Paused
SUB001832,ACC002211,Enterprise,20761.35,246248.48,2026-02-08,Cancelled
SUB001833,ACC000849,Starter,268.98,2858.57,2027-05-01,Active
SUB001834,ACC000893,Professional,6928.58,80361.88,2026-05-20,Cancelled
SUB001835,ACC000225,Growth,1259.48,13895.94,2027-05-02,Active
SUB001836,ACC002379,Starter,231.63,2525.99,2027-02-18,Active
SUB001837,ACC000655,Starter,298.69,3245.78,2026-07-18,Trial
SUB001838,ACC000272,Enterprise,20589.02,227440.8,2026-07-21,Active
SUB001839,ACC000782,Enterprise,43752.95,467697.11,2026-03-20,Cancelled
SUB001840,ACC001369,Growth,1670.15,18988.49,2026-07-22,Trial
SUB001841,ACC001879,Growth,1151.07,12148.36,2027-06-09,Active
SUB001842,ACC001284,Professional,5545.11,56959.58,2027-02-22,Active
SUB001843,ACC000465,Starter,170.55,1874.43,2026-07-31,Active
SUB001844,ACC002913,Starter,473.53,5297.71,2026-03-25,Paused
SUB001845,ACC000244,Starter,487.38,5427.81,2027-03-10,Active
SUB001846,ACC000669,Growth,1495.63,16497.32,2027-07-01,Active
SUB001847,ACC001563,Starter,316.85,3474.75,2026-06-21,Cancelled
SUB001848,ACC000374,Professional,3064.94,34130.83,2027-06-07,Active
SUB001849,ACC001688,Starter,358.77,3896.98,2026-10-12,Active
SUB001850,ACC002031,Professional,5302.36,58491.97,2027-05-30,Active
SUB001851,ACC002593,Growth,1593.34,18676.36,2026-01-23,Cancelled
SUB001852,ACC002624,Starter,388.84,4161.66,2026-06-28,Cancelled
SUB001853,ACC000582,Enterprise,34262.28,377040.84,2027-04-26,Active
SUB001854,ACC002337,Starter,367.83,4060.97,2026-05-25,Paused
SUB001855,ACC001346,Growth,568.36,6149.52,2026-08-20,Active
SUB001856,ACC002902,Growth,1856.63,21637.51,2026-08-31,Active
SUB001857,ACC000726,Professional,7253.45,80662.48,2026-03-01,Cancelled
SUB001858,ACC002942,Professional,3158.14,37324.64,2026-04-01,Active
SUB001859,ACC000693,Growth,1291.26,14970.51,2026-10-07,Active
SUB001860,ACC002647,Growth,1411.8,16645.6,2027-04-18,Active
SUB001861,ACC000094,Growth,742.72,7913.24,2026-07-06,Cancelled
SUB001862,ACC002857,Enterprise,38288.58,429214.49,2025-11-01,Active
SUB001863,ACC002798,Professional,5693.98,66368.2,2025-08-15,Active
SUB001864,ACC001376,Professional,4904.54,55447.64,2027-04-15,Active
SUB001865,ACC001801,Enterprise,26887.26,281559.7,2026-12-22,Active
SUB001866,ACC001905,Growth,1877.27,21505.74,2027-04-21,Active
SUB001867,ACC000344,Growth,,15467.86,2027-04-07,Active
SUB001868,ACC000548,Professional,4502.42,52427.38,2026-09-16,Active
SUB001869,ACC002116,Starter,184.57,2105.9,2026-02-02,Paused
SUB001870,ACC001462,Growth,-956.94,10833.78,2027-04-06,Active
SUB001871,ACC002192,Enterprise,46687.85,533139.51,2026-07-30,Trial
SUB001872,ACC002779,Starter,222.54,2526.19,2026-04-19,Cancelled
SUB001873,ACC000129,Professional,4036.64,43494.74,2026-11-21,Active
SUB001874,ACC002659,Growth,1499.87,17700.52,2026-03-23,Cancelled
SUB001875,ACC002198,Starter,359.18,4009.26,2027-05-22,Active
SUB001876,ACC001456,Professional,6627.49,77351.53,2027-05-06,Active
SUB001877,ACC000538,Professional,5341.43,57241.91,2026-08-04,Active
SUB001878,ACC001567,Starter,347.11,3710.25,2026-07-28,Trial
SUB001879,ACC001967,Professional,3252.34,38753.53,2026-07-08,Trial
SUB001880,ACC000977,Enterprise,26822.0,286380.84,2026-12-30,Active
SUB001881,ACC001962,Enterprise,38332.17,442639.86,2026-12-26,Active
SUB001882,ACC000996,Professional,3054.92,33724.67,2026-03-11,Cancelled
SUB001883,ACC000805,Professional,3972.32,45247.65,2027-07-03,Active
SUB001884,ACC001484,Enterprise,34645.45,361965.61,2026-07-31,Trial
SUB001885,ACC001534,Starter,264.89,2818.53,2026-07-26,Active
SUB001886,ACC002117,Starter,391.08,4429.47,2027-04-17,Active
SUB001887,ACC001187,Growth,1732.11,18951.32,2027-03-19,Active
SUB001888,ACC002547,Growth,1364.41,15290.98,2026-11-06,Active
SUB001889,ACC001130,Growth,1312.02,14405.09,2026-10-29,Active
SUB001890,ACC002938,Starter,207.98,2421.58,2026-08-08,Active
SUB001891,ACC001899,Growth,1308.49,15577.83,2026-12-07,Active
SUB001892,ACC001003,Starter,103.94,1207.92,2026-07-23,Active
SUB001893,ACC000595,Starter,490.54,5746.25,2027-06-23,Active
SUB001894,ACC000940,Enterprise,9580.09,99086.78,2027-01-21,Active
SUB001895,ACC000581,Starter,368.16,4330.4,2027-03-08,Active
SUB001896,ACC001008,Growth,1505.86,16109.31,2027-01-03,Active
SUB001897,ACC002906,Growth,1032.99,11728.07,2027-04-15,Active
SUB001898,ACC001339,Professional,5016.96,55936.06,2027-04-28,Active
