ticket_id,account_id,priority,issue_category,status,created_date,resolved_date,satisfaction_score
TKT0007430,ACC002037,Low,Bug,Closed,2025-08-13,2025-08-29,3.0
TKT0007431,ACC001437,High,Billing,Resolved,2026-06-29,2026-07-01,3.0
TKT0007432,ACC001914,Critical,Technical,Resolved,2025-07-17,2025-07-18,1.0
TKT0007433,ACC002588,High,Billing,Open,2025-11-20,,
TKT0007434,ACC002935,Medium,Billing,Open,2025-12-07,,
TKT0007435,ACC001867,Low,General Inquiry,Resolved,2026-06-29,2026-07-06,2.0
TKT0007436,ACC002837,Critical,Feature Request,Open,2026-06-12,,
TKT0007437,ACC000344,Low,Billing,Resolved,2024-10-01,2024-10-15,5.0
TKT0007438,ACC001515,Medium,General Inquiry,Open,2025-04-11,,
TKT0007439,ACC000345,Low,General Inquiry,Closed,2025-07-30,2025-08-26,5.0
TKT0007440,ACC002601,High,Technical,Resolved,2025-10-10,2025-10-11,4.0
TKT0007441,ACC001496,Low,Technical,Open,2024-09-02,,
TKT0007442,ACC000286,High,Technical,Resolved,2025-07-01,2025-07-03,2.0
TKT0007443,ACC002841,High,Billing,Resolved,2024-12-30,2025-01-02,4.0
TKT0007444,ACC000998,Critical,Billing,Resolved,2024-11-23,2024-11-23,5.0
TKT0007445,ACC000214,Medium,Feature Request,In Progress,2025-01-26,,
TKT0007446,ACC002107,Low,Technical,Resolved,2027-05-30,2025-09-08,1.0
TKT0007447,ACC001052,Medium,Technical,In Progress,2025-08-04,,
TKT0007448,ACC001038,High,General Inquiry,In Progress,2025-05-22,,
TKT0007449,ACC000530,Low,Feature Request,In Progress,2024-07-30,,
TKT0007450,ACC001979,Medium,Bug,In Progress,2025-12-11,,
TKT0007451,ACC000053,Medium,Bug,Closed,2024-07-25,2024-07-31,2.0
TKT0007452,ACC000684,Critical,Bug,Resolved,2026-03-10,2026-03-11,4.0
TKT0007453,ACC000596,Medium,Bug,In Progress,2025-03-15,,
TKT0007454,ACC001214,Critical,General Inquiry,Resolved,2026-05-17,2026-05-18,5.0
TKT0007455,ACC000684,High,General Inquiry,In Progress,2024-10-13,,
TKT0007456,ACC002720,Low,Bug,In Progress,2024-07-27,,
TKT0007457,ACC002777,Low,Billing,Resolved,2026-06-25,2026-07-06,4.0
TKT0007458,ACC001881,Medium,Feature Request,Resolved,2025-04-28,2025-05-03,2.0
TKT0007459,ACC000766,Medium,Feature Request,Open,2026-06-14,,
TKT0007460,ACC001041,Medium,Technical,Resolved,2026-06-23,2026-06-30,5.0
TKT0007461,ACC001996,High,Billing,Open,2024-08-01,,
TKT0007462,ACC002460,Medium,Technical,Closed,2025-01-12,2025-01-19,4.0
TKT0007463,ACC000888,Critical,General Inquiry,Resolved,2026-04-03,2026-04-04,2.0
TKT0007464,ACC001710,Medium,Billing,Resolved,2024-11-24,2024-12-01,2.0
TKT0007465,ACC000072,Low,Bug,In Progress,2025-06-09,,
TKT0007466,ACC002636,Medium,Technical,Closed,2026-01-12,2026-01-17,5.0
TKT0007467,ACC000101,Medium,Technical,Open,2026-03-27,,
TKT0007468,ACC000899,Low,General Inquiry,Open,2025-08-11,,
TKT0007469,ACC000199,Medium,Billing,In Progress,2024-09-29,,
TKT0007470,ACC001934,Medium,General Inquiry,Closed,2026-05-06,2026-05-10,2.0
TKT0007471,ACC000830,Critical,Technical,Resolved,2026-03-10,2026-03-11,2.0
TKT0007472,ACC000326,Critical,Billing,In Progress,2025-05-03,,
TKT0007473,ACC002152,Low,Technical,Resolved,2026-01-24,2026-02-02,2.0
TKT0007474,ACC000820,Low,Bug,In Progress,2025-11-17,,
TKT0007475,ACC002435,Low,Bug,Closed,2024-10-17,2024-11-16,4.0
TKT0007476,ACC001142,Medium,Billing,Closed,2026-01-03,2026-01-09,4.0
TKT0007477,ACC002697,Low,Technical,Resolved,2025-06-07,2025-06-29,1.0
TKT0007478,ACC000766,High,Bug,Closed,2026-04-25,2026-04-28,4.0
TKT0007479,ACC001294,Medium,Bug,Open,2024-08-21,,
TKT0007480,ACC002839,Low,Billing,Open,2025-05-18,,
TKT0007481,ACC000069,High,Feature Request,Resolved,2026-05-23,2026-05-25,2.0
TKT0007482,ACC000943,Medium,General Inquiry,In Progress,2027-01-22,,
TKT0007483,ACC002941,High,General Inquiry,Closed,2024-10-20,2024-10-23,3.0
TKT0007484,ACC002947,Medium,Feature Request,Open,2026-03-23,,
TKT0007485,ACC001930,Medium,General Inquiry,Resolved,2024-08-13,2024-08-16,4.0
TKT0007486,ACC002040,Low,Bug,Resolved,2024-11-06,2024-11-15,2.0
TKT0007487,ACC001949,Medium,Bug,Open,2026-02-26,,
TKT0007488,ACC001670,Low,Billing,Open,2025-03-07,,
TKT0007489,ACC000238,Medium,Billing,Resolved,2026-05-26,2026-05-29,5.0
TKT0007490,ACC002231,Medium,Billing,In Progress,2024-09-14,,
TKT0007491,ACC000582,High,Technical,Resolved,2025-01-31,2025-02-01,1.0
TKT0007492,ACC001170,Low,Billing,Closed,2026-02-22,2026-03-08,5.0
TKT0007493,ACC002909,Low,Technical,In Progress,2026-04-05,,
TKT0007494,ACC001018,Medium,Feature Request,Open,2026-01-17,,
TKT0007495,ACC001861,Low,Bug,Resolved,2026-04-28,2026-05-16,5.0
TKT0007496,ACC002235,Medium,Bug,Resolved,2024-09-07,2024-09-13,3.0
TKT0007497,ACC001884,Medium,General Inquiry,Open,2025-02-05,,
TKT0007498,ACC000855,Low,Bug,Resolved,2024-09-01,2024-09-15,1.0
TKT0007499,ACC000244,High,General Inquiry,Resolved,2026-09-25,2025-06-06,3.0
TKT0007500,ACC000166,Medium,General Inquiry,Resolved,2025-05-06,2025-05-11,1.0
TKT0007501,ACC000241,Critical,General Inquiry,Resolved,2026-05-04,2026-05-05,5.0
TKT0007502,ACC001992,Low,Feature Request,Resolved,2025-05-30,2025-06-12,4.0
TKT0007503,ACC000327,Medium,Billing,Resolved,2025-11-29,2025-12-04,4.0
TKT0007504,ACC002718,Critical,General Inquiry,Open,2025-10-17,,
TKT0007505,ACC002394,Medium,General Inquiry,Open,2025-11-28,,
TKT0007506,ACC000476,Medium,Technical,In Progress,2025-10-25,,
TKT0007507,ACC002427,Low,Technical,In Progress,2025-09-14,,
TKT0007508,ACC000387,Medium,General Inquiry,Resolved,2025-04-12,2025-04-18,2.0
TKT0007509,ACC000687,Medium,Feature Request,Resolved,2025-07-11,2025-07-18,5.0
TKT0007510,ACC000579,Low,General Inquiry,Open,2026-01-23,,
TKT0007511,ACC002706,Low,Feature Request,Open,2024-12-03,,
TKT0007512,ACC000909,Medium,Bug,Open,2026-03-25,,
TKT0007513,ACC001291,High,Bug,Open,2025-05-13,,
TKT0007514,ACC001887,Medium,Billing,Resolved,2024-11-06,2024-11-10,2.0
TKT0007515,ACC001972,High,Technical,In Progress,2025-05-14,,
TKT0007516,ACC001226,Medium,Bug,In Progress,2025-11-02,,
TKT0007517,ACC002743,Medium,Technical,Open,2024-08-26,,
TKT0007518,ACC000038,High,General Inquiry,In Progress,2026-01-24,,
TKT0007519,ACC000640,Medium,General Inquiry,Resolved,2024-09-02,2024-09-05,2.0
TKT0007520,ACC002812,Low,Billing,Open,2026-05-02,,
TKT0007521,ACC002985,High,Technical,In Progress,2024-07-15,,
TKT0007522,ACC000559,Low,Feature Request,Closed,2026-03-28,2026-04-25,2.0
TKT0007523,ACC002939,Medium,General Inquiry,Closed,2026-01-24,2026-01-28,3.0
TKT0007524,ACC000608,Medium,Technical,In Progress,2025-10-05,,
TKT0007525,ACC002018,Critical,Feature Request,In Progress,2025-03-07,,
TKT0007526,ACC002644,Critical,Bug,Closed,2026-03-19,2026-03-20,4.0
TKT0007527,ACC000867,Medium,Feature Request,Open,2025-10-09,,
TKT0007528,ACC000839,Low,General Inquiry,Closed,2025-12-03,2025-12-11,4.0
TKT0007529,ACC000491,Low,Feature Request,Closed,2025-10-12,2025-11-08,3.0
TKT0007530,ACC002915,High,General Inquiry,Open,2026-01-26,,
TKT0007531,ACC002037,High,Bug,Resolved,2026-06-06,2026-06-07,1.0
TKT0007532,ACC000734,High,Billing,Resolved,2025-07-29,2025-07-30,4.0
TKT0007533,ACC000456,Medium,Technical,Resolved,2025-09-16,2025-09-19,5.0
TKT0007534,ACC001759,Low,Billing,Open,2024-10-30,,
TKT0007535,ACC001493,High,Feature Request,Resolved,2025-06-15,2025-06-17,2.0
TKT0007536,ACC001638,Critical,Feature Request,Closed,2025-01-20,2025-01-21,2.0
TKT0007537,ACC001755,Medium,Feature Request,Resolved,2025-01-20,2025-01-24,3.0
TKT0007538,ACC002968,Medium,Bug,Resolved,2024-07-29,2024-08-03,4.0
TKT0007539,ACC000351,Medium,Billing,Resolved,2025-01-09,2025-01-12,1.0
TKT0007540,ACC001873,Medium,Billing,Resolved,2025-02-19,2025-02-26,1.0
TKT0007541,ACC002384,Low,Technical,Resolved,2024-08-24,2024-09-07,2.0
TKT0007542,ACC002432,Critical,Feature Request,In Progress,2024-11-11,,
TKT0007543,ACC002869,Medium,Technical,Open,2025-04-03,,
TKT0007544,ACC002989,High,General Inquiry,Open,2025-05-29,,
TKT0007545,ACC002588,Critical,General Inquiry,In Progress,2025-04-27,,
TKT0007546,ACC001324,Medium,General Inquiry,Resolved,2024-12-30,2025-01-06,1.0
TKT0007547,ACC000357,Medium,Technical,Resolved,2025-07-26,2025-08-01,1.0
TKT0007548,ACC002232,Low,Feature Request,In Progress,2026-04-07,,
TKT0007549,ACC000237,Medium,Billing,In Progress,2025-08-30,,
TKT0007550,ACC000055,High,Billing,Resolved,2024-07-29,2024-07-31,2.0
TKT0007551,ACC000650,Medium,Technical,In Progress,2026-05-19,,
TKT0007552,ACC001420,High,General Inquiry,Resolved,2026-02-10,2026-02-12,3.0
TKT0007553,ACC001663,Medium,Bug,In Progress,2025-03-29,,
TKT0007554,ACC002227,High,Technical,In Progress,2024-11-03,,
TKT0007555,ACC002299,Low,Billing,Resolved,2024-11-13,2024-11-20,4.0
TKT0007556,ACC002817,Medium,Bug,Resolved,2024-07-14,2024-07-17,5.0
TKT0007557,ACC002760,Low,Technical,Open,2024-10-09,,
TKT0007558,ACC000578,Medium,Feature Request,Resolved,2026-01-29,2026-02-01,4.0
TKT0007559,ACC002519,High,Billing,Resolved,2026-09-09,2025-04-06,5.0
TKT0007560,ACC000164,Medium,General Inquiry,Open,2026-05-31,,
TKT0007561,ACC001413,Low,Bug,Closed,2026-04-11,2026-04-28,1.0
TKT0007562,ACC000900,Low,Technical,Closed,2024-08-18,2024-09-08,2.0
TKT0007563,ACC002931,Medium,Feature Request,Resolved,2025-08-21,2025-08-24,2.0
TKT0007564,ACC000669,Low,General Inquiry,Resolved,2025-09-26,2025-10-03,4.0
TKT0007565,ACC002738,Low,Feature Request,Resolved,2025-10-23,2025-11-20,3.0
TKT0007566,ACC000017,Critical,Technical,Open,2025-08-12,,
TKT0007567,ACC001773,Low,Feature Request,Open,2024-09-07,,
TKT0007568,ACC000538,Low,Technical,Open,2024-08-04,,
TKT0007569,ACC002308,Medium,General Inquiry,Open,2024-09-10,,
TKT0007570,ACC002264,Low,Feature Request,Open,2026-05-29,,
TKT0007571,ACC002037,High,Feature Request,Open,2024-12-21,,
TKT0007572,ACC000195,High,Billing,Open,2026-01-17,,
TKT0007573,ACC002965,Low,Billing,Closed,2025-12-29,2026-01-06,3.0
TKT0007574,ACC002496,Low,Billing,Resolved,2024-11-03,2024-11-11,1.0
TKT0007575,ACC000063,Medium,Feature Request,In Progress,2026-03-30,,
TKT0007576,ACC001500,High,Feature Request,Resolved,2025-08-01,2025-08-04,
TKT0007577,ACC001970,Medium,Feature Request,Resolved,2024-09-09,2024-09-13,4.0
TKT0007578,ACC002829,Medium,Feature Request,Resolved,2024-11-27,2024-12-02,4.0
TKT0007579,ACC000547,Low,Bug,In Progress,2024-07-13,,
TKT0007580,ACC002292,Medium,Billing,In Progress,2026-02-08,,
TKT0007581,ACC002550,High,Billing,Resolved,2025-09-09,2025-09-10,
TKT0007582,ACC002315,Medium,Technical,Resolved,2025-02-07,2025-02-13,2.0
TKT0007583,ACC001697,Low,Technical,Closed,2026-07-04,2026-07-06,5.0
TKT0007584,ACC001014,Low,Billing,In Progress,2024-10-19,,
TKT0007585,ACC002223,Low,Bug,In Progress,2025-10-08,,
TKT0007586,ACC000820,Low,Technical,Resolved,2026-06-06,2026-06-22,3.0
TKT0007587,ACC000634,Low,General Inquiry,Open,2025-04-08,,
TKT0007588,ACC001328,Critical,Feature Request,Resolved,2025-07-07,2025-07-08,2.0
TKT0007589,ACC002203,Low,Billing,Open,2026-03-20,,
TKT0007590,ACC002125,Low,Billing,Open,2024-10-21,,
TKT0007591,ACC001440,Medium,Billing,Closed,2025-05-25,2025-05-29,1.0
TKT0007592,ACC001907,Medium,Bug,Closed,2025-11-14,2025-11-20,5.0
TKT0007593,ACC002231,Low,Bug,Open,2027-01-17,,
TKT0007594,ACC002206,Low,Feature Request,Resolved,2027-03-17,2024-11-24,2.0
TKT0007595,ACC002208,Medium,Feature Request,Open,2025-11-04,,
TKT0007596,ACC001197,Medium,Feature Request,Closed,2025-09-30,2025-10-06,2.0
TKT0007597,ACC000691,Low,Feature Request,In Progress,2024-12-17,,
TKT0007598,ACC002924,Medium,General Inquiry,In Progress,2025-09-01,,
TKT0007599,ACC000010,Medium,Feature Request,Open,2025-07-01,,
TKT0007600,ACC000218,High,Billing,In Progress,2026-03-19,,
TKT0007601,ACC001177,High,Bug,Open,2025-05-16,,
TKT0007602,ACC000351,Medium,Bug,Closed,2024-10-26,2024-11-02,4.0
TKT0007603,ACC002080,Medium,Billing,Resolved,2026-06-28,2026-07-04,5.0
TKT0007604,ACC000843,Low,Technical,Resolved,2025-05-30,2025-06-18,4.0
TKT0007605,ACC001026,Low,Billing,Open,2024-11-24,,
TKT0007606,ACC000907,High,General Inquiry,In Progress,2026-03-15,,
TKT0007607,ACC002109,High,Feature Request,Resolved,2026-02-24,2026-02-25,2.0
TKT0007608,ACC002309,Low,Feature Request,Resolved,2026-02-17,2026-03-11,2.0
TKT0007609,ACC001922,Low,General Inquiry,Resolved,2025-01-28,2025-02-24,2.0
TKT0007610,ACC001444,Critical,Billing,Resolved,2025-01-08,2025-01-09,2.0
TKT0007611,ACC002206,Medium,Billing,Resolved,2024-09-28,2024-10-05,4.0
TKT0007612,ACC001377,Critical,Technical,Closed,2025-09-08,2025-09-09,4.0
TKT0007613,ACC001571,Low,Technical,In Progress,2024-10-03,,
TKT0007614,ACC002627,Medium,Technical,Resolved,2025-03-29,2025-04-03,4.0
TKT0007615,ACC001618,High,Technical,Resolved,2024-08-19,2024-08-22,3.0
TKT0007616,ACC000592,Critical,Billing,Resolved,2026-07-04,2026-07-04,2.0
TKT0007617,ACC001830,Low,Technical,Resolved,2025-05-23,2025-06-06,4.0
TKT0007618,ACC000333,Low,Billing,Open,2024-10-14,,
TKT0007619,ACC002638,Medium,Bug,Open,2026-06-19,,
TKT0007620,ACC000039,Critical,Feature Request,Open,2026-02-27,,
TKT0007621,ACC001787,Medium,General Inquiry,In Progress,2025-03-18,,
TKT0007622,ACC001817,Medium,Billing,Open,2025-10-02,,
TKT0007623,ACC002490,Low,Billing,In Progress,2025-10-03,,
TKT0007624,ACC002031,Medium,Technical,Open,2026-04-19,,
TKT0007625,ACC002146,Low,Billing,Resolved,2025-04-16,2025-04-28,1.0
TKT0007626,ACC001188,Medium,Billing,Resolved,2024-12-24,2024-12-31,1.0
TKT0007627,ACC001174,Medium,Billing,Resolved,2025-09-26,2025-10-03,4.0
TKT0007628,ACC002418,Medium,Bug,Closed,2025-11-20,2025-11-25,2.0
TKT0007629,ACC001934,High,General Inquiry,Resolved,2026-02-10,2026-02-11,5.0
TKT0007630,ACC002851,Low,Bug,Open,2025-02-01,,
TKT0007631,ACC002490,High,Technical,In Progress,2025-03-03,,
TKT0007632,ACC002295,Low,Technical,Resolved,2026-06-16,2026-06-23,3.0
TKT0007633,ACC002859,High,General Inquiry,In Progress,2024-09-02,,
TKT0007634,ACC000216,Low,Billing,Closed,2025-02-05,2025-02-20,3.0
TKT0007635,ACC001473,Medium,Bug,Closed,2025-09-08,2025-09-14,
TKT0007636,ACC001094,Medium,General Inquiry,Resolved,2024-10-14,2024-10-19,5.0
TKT0007637,ACC000417,Medium,Billing,Open,2027-06-27,,
TKT0007638,ACC002320,Medium,General Inquiry,Open,2026-02-24,,
TKT0007639,ACC001111,Low,General Inquiry,Closed,2025-02-20,2025-03-17,4.0
TKT0007640,ACC001896,High,Bug,Open,2025-05-12,,
TKT0007641,ACC002351,Medium,Feature Request,Resolved,2025-01-08,2025-01-14,4.0
TKT0007642,ACC002867,High,General Inquiry,Open,2025-08-07,,
TKT0007643,ACC002655,Medium,Billing,Open,2024-09-23,,
TKT0007644,ACC001748,Medium,Billing,Open,2026-01-08,,
TKT0007645,ACC001034,Medium,Bug,Open,2026-01-16,,
TKT0007646,ACC002876,Medium,Bug,In Progress,2026-06-26,,
TKT0007647,ACC002513,Low,Technical,In Progress,2024-08-31,,
TKT0007648,ACC000528,Low,Feature Request,Closed,2024-09-27,2024-10-23,
TKT0007649,ACC002451,Medium,Billing,In Progress,2024-10-07,,
TKT0007650,ACC000653,Medium,Bug,Resolved,2025-06-07,2025-06-12,
TKT0007651,ACC001662,High,Feature Request,In Progress,2024-10-23,,
TKT0007652,ACC002162,Critical,Bug,Closed,2024-11-04,2024-11-05,4.0
TKT0007653,ACC001627,High,General Inquiry,In Progress,2025-04-21,,
TKT0007654,ACC001357,High,Bug,Open,2024-10-10,,
TKT0007655,ACC000913,High,Billing,Open,2024-10-16,,
TKT0007656,ACC001033,Critical,Billing,In Progress,2024-11-03,,
TKT0007657,ACC001716,High,Billing,In Progress,2025-01-16,,
TKT0007658,ACC000422,Medium,General Inquiry,Open,2024-11-16,,
TKT0007659,ACC000347,Low,General Inquiry,Closed,2025-07-03,2025-07-28,5.0
TKT0007660,ACC001944,Low,General Inquiry,Resolved,2024-10-12,2024-10-28,1.0
TKT0007661,ACC000964,Medium,Feature Request,In Progress,2025-05-19,,
TKT0007662,ACC001532,Low,Billing,In Progress,2025-04-25,,
TKT0007663,ACC002424,High,Feature Request,Resolved,2025-10-23,2025-10-25,5.0
TKT0007664,ACC001494,Low,Bug,Resolved,2024-09-24,2024-10-16,5.0
TKT0007665,ACC000615,High,Billing,Resolved,2025-03-14,2025-03-15,2.0
TKT0007666,ACC002753,High,Billing,Closed,2024-08-06,2024-08-08,2.0
TKT0007667,ACC002924,Low,General Inquiry,Closed,2024-08-08,2024-08-23,3.0
TKT0007668,ACC000300,Medium,Feature Request,Open,2025-09-24,,
TKT0007669,ACC000434,Low,Billing,In Progress,2026-01-12,,
TKT0007670,ACC002688,Medium,Feature Request,Open,2025-10-20,,
TKT0007671,ACC001758,Medium,Technical,Resolved,2024-10-07,2024-10-14,1.0
TKT0007672,ACC002787,Medium,Billing,Resolved,2024-11-13,2024-11-16,5.0
TKT0007673,ACC000188,Low,General Inquiry,Closed,2026-05-01,2026-05-27,4.0
TKT0007674,ACC002854,Medium,Bug,Open,2026-07-01,,
TKT0007675,ACC000413,High,Feature Request,Closed,2025-11-13,2025-11-14,
TKT0007676,ACC002905,Medium,Technical,In Progress,2025-08-24,,
TKT0007677,ACC000155,Medium,Billing,In Progress,2025-01-16,,
TKT0007678,ACC000590,Medium,General Inquiry,Resolved,2026-04-23,2026-04-26,2.0
TKT0007679,ACC000475,Medium,Bug,Open,2026-01-08,,
TKT0007680,ACC002365,Low,General Inquiry,Resolved,2025-01-04,2025-01-20,2.0
TKT0007681,ACC000189,Critical,Technical,Resolved,2026-06-16,2026-06-16,2.0
TKT0007682,ACC001198,Medium,Feature Request,Closed,2024-09-25,2024-10-01,4.0
TKT0007683,ACC001880,High,Feature Request,Resolved,2025-07-16,2025-07-19,
TKT0007684,ACC001322,High,Feature Request,Resolved,2025-03-01,2025-03-02,3.0
TKT0007685,ACC001951,Medium,Feature Request,Open,2025-08-15,,
TKT0007686,ACC000755,Critical,Technical,In Progress,2024-08-07,,
TKT0007687,ACC002167,Critical,Technical,Resolved,2024-12-04,2024-12-05,
TKT0007688,ACC002631,High,Billing,Resolved,2025-02-19,2025-02-20,2.0
TKT0007689,ACC001702,High,Feature Request,Closed,2025-06-09,2025-06-12,5.0
TKT0007690,ACC000860,Low,General Inquiry,Closed,2025-02-11,2025-02-22,5.0
TKT0007691,ACC002042,High,Feature Request,In Progress,2026-06-24,,
TKT0007692,ACC002756,Medium,Feature Request,Open,2025-07-31,,
TKT0007693,ACC001856,Medium,Billing,Closed,2025-02-16,2025-02-21,3.0
TKT0007694,ACC001008,Low,Billing,Closed,2026-01-06,2026-01-23,2.0
TKT0007695,ACC001618,Low,General Inquiry,In Progress,2024-07-19,,
TKT0007696,ACC001575,Medium,Feature Request,Open,2024-10-09,,
TKT0007697,ACC000099,Low,Technical,In Progress,2025-08-23,,
TKT0007698,ACC000520,Medium,General Inquiry,Open,2024-08-17,,
TKT0007699,ACC002284,Low,Billing,Resolved,2026-02-25,2026-03-27,4.0
TKT0007700,ACC000063,Low,General Inquiry,Resolved,2024-07-31,2024-08-25,2.0
TKT0007701,ACC001065,High,Technical,Open,2024-08-28,,
TKT0007702,ACC001849,High,Bug,Open,2025-09-03,,
TKT0007703,ACC002075,High,General Inquiry,Open,2024-12-01,,
TKT0007704,ACC001809,Critical,Billing,Open,2025-02-10,,
TKT0007705,ACC000964,Low,Billing,Resolved,2026-01-08,2026-02-07,2.0
TKT0007706,ACC000031,Low,Feature Request,Closed,2025-04-23,2025-05-11,5.0
TKT0007707,ACC000462,Low,Feature Request,Resolved,2025-11-04,2025-12-04,3.0
TKT0007708,ACC001695,Medium,Bug,In Progress,2024-07-16,,
TKT0007709,ACC002695,Low,Billing,Resolved,2025-08-19,2025-09-12,3.0
TKT0007710,ACC002847,High,Billing,Open,2024-08-28,,
TKT0007711,ACC000191,Medium,Billing,Open,2024-09-21,,
TKT0007712,ACC002489,Medium,Bug,Open,2025-03-28,,
TKT0007713,ACC001543,Medium,Billing,In Progress,2026-10-01,,
TKT0007714,ACC000087,High,Bug,Resolved,2025-09-21,2025-09-22,5.0
TKT0007715,ACC000990,Low,Bug,Closed,2025-09-30,2025-10-09,5.0
TKT0007716,ACC000682,Low,Bug,Closed,2025-10-03,2025-10-31,5.0
TKT0007717,ACC002309,Low,Billing,Resolved,2024-10-11,2024-11-03,1.0
TKT0007718,ACC000689,High,Billing,Resolved,2026-04-08,2026-04-11,4.0
TKT0007719,ACC000112,Medium,Billing,Closed,2025-10-05,2025-10-10,1.0
TKT0007720,ACC001338,High,General Inquiry,In Progress,2026-02-14,,
TKT0007721,ACC001021,Medium,Technical,Resolved,2025-08-27,2025-08-30,5.0
TKT0007722,ACC001927,High,Technical,Resolved,2024-08-26,2024-08-27,4.0
TKT0007723,ACC002050,Critical,Bug,Open,2026-04-01,,
TKT0007724,ACC002731,Medium,Feature Request,In Progress,2024-07-08,,
TKT0007725,ACC001782,High,Bug,Open,2025-08-19,,
TKT0007726,ACC001044,Low,Technical,Open,2025-05-04,,
TKT0007727,ACC000849,Medium,Technical,Resolved,2026-05-22,2026-05-29,
TKT0007728,ACC001100,High,Billing,Open,2026-05-11,,
TKT0007729,ACC000533,Medium,Technical,Closed,2025-10-07,2025-10-11,5.0
TKT0007730,ACC001018,Medium,Technical,Resolved,2026-08-06,2026-02-09,4.0
TKT0007731,ACC000971,Medium,Billing,Open,2026-05-06,,
TKT0007732,ACC001001,Low,Bug,Resolved,2026-04-27,2026-05-12,5.0
TKT0007733,ACC002099,Low,General Inquiry,In Progress,2025-08-18,,
TKT0007734,ACC000657,Low,General Inquiry,In Progress,2024-11-14,,
TKT0007735,ACC002657,Low,Feature Request,Open,2025-01-16,,
TKT0007736,ACC002949,Medium,Bug,Closed,2025-09-23,2025-09-28,1.0
TKT0007737,ACC002382,Medium,General Inquiry,Closed,2024-08-10,2024-08-14,5.0
TKT0007738,ACC002723,High,Billing,Closed,2025-05-20,2025-05-21,3.0
TKT0007739,ACC001135,Medium,General Inquiry,In Progress,2025-02-08,,
TKT0007740,ACC000699,Low,Bug,Closed,2025-07-30,2025-08-27,4.0
TKT0007741,ACC000135,Critical,Bug,In Progress,2024-08-17,,
TKT0007742,ACC002708,Critical,Technical,In Progress,2026-02-12,,
TKT0007743,ACC001649,Medium,Billing,Open,2025-04-30,,
TKT0007744,ACC002202,Low,Billing,Resolved,2024-07-16,2024-08-07,3.0
TKT0007745,ACC001707,Medium,Billing,Resolved,2024-07-11,2024-07-15,3.0
TKT0007746,ACC000553,Medium,Bug,Resolved,2026-03-16,2026-03-22,1.0
TKT0007747,ACC002750,Low,Technical,Closed,2024-12-28,2025-01-07,2.0
TKT0007748,ACC002726,Medium,Technical,Open,2025-09-05,,
TKT0007749,ACC000590,Low,Bug,In Progress,2025-12-25,,
TKT0007750,ACC001979,Low,General Inquiry,Resolved,2024-08-27,2024-09-17,1.0
TKT0007751,ACC001707,High,Feature Request,Closed,2024-12-15,2024-12-18,2.0
TKT0007752,ACC001249,Medium,Technical,In Progress,2025-07-24,,
TKT0007753,ACC002689,High,Bug,In Progress,2026-04-09,,
TKT0007754,ACC002778,Critical,Bug,Resolved,2025-07-04,2025-07-04,1.0
TKT0007755,ACC002783,Low,Feature Request,Resolved,2024-11-17,2024-11-24,2.0
TKT0007756,ACC002884,Medium,Billing,Open,2027-05-31,,
TKT0007757,ACC000128,Medium,Technical,Resolved,2026-03-20,2026-03-24,5.0
TKT0007758,ACC001145,Low,Technical,Resolved,2025-11-05,2025-11-19,1.0
TKT0007759,ACC002422,Low,Feature Request,Open,2026-05-26,,
TKT0007760,ACC002819,Medium,Feature Request,Open,2026-04-29,,
TKT0007761,ACC002538,Medium,Billing,Open,2025-10-06,,
TKT0007762,ACC001054,Medium,Technical,Resolved,2026-08-27,2025-07-06,4.0
TKT0007763,ACC000800,Medium,Bug,In Progress,2025-06-17,,
TKT0007764,ACC002301,Low,Billing,Resolved,2024-09-03,2024-09-17,4.0
TKT0007765,ACC000376,Low,Feature Request,Open,2025-02-03,,
TKT0007766,ACC000905,High,Billing,Closed,2026-05-29,2026-05-30,5.0
TKT0007767,ACC001762,Low,Billing,In Progress,2025-07-14,,
TKT0007768,ACC000852,Low,Feature Request,In Progress,2025-07-25,,
TKT0007769,ACC002237,Medium,Bug,Closed,2025-01-23,2025-01-27,3.0
TKT0007770,ACC001000,Critical,Bug,Resolved,2025-02-14,2025-02-15,1.0
TKT0007771,ACC000344,Low,Bug,Open,2025-07-07,,
TKT0007772,ACC001934,High,Bug,In Progress,2026-03-03,,
TKT0007773,ACC000063,Medium,Feature Request,Closed,2025-05-19,2025-05-26,5.0
TKT0007774,ACC000882,High,General Inquiry,Open,2025-03-09,,
TKT0007775,ACC001915,Low,Feature Request,In Progress,2026-01-03,,
TKT0007776,ACC000850,High,General Inquiry,In Progress,2024-11-30,,
TKT0007777,ACC000658,Critical,Technical,Open,2024-08-27,,
TKT0007778,ACC000517,Medium,Feature Request,Resolved,2025-12-27,2025-12-30,5.0
TKT0007779,ACC002236,Low,Technical,Resolved,2025-02-27,2025-03-09,2.0
TKT0007780,ACC000661,Low,General Inquiry,Resolved,2025-06-08,2025-06-26,4.0
TKT0007781,ACC002640,Low,Bug,Closed,2026-03-20,2026-04-01,1.0
TKT0007782,ACC001499,Low,Billing,In Progress,2025-11-28,,
TKT0007783,ACC001152,Low,Technical,Resolved,2026-03-20,2026-04-09,3.0
TKT0007784,ACC002476,Medium,General Inquiry,Resolved,2025-02-02,2025-02-06,5.0
TKT0007785,ACC000597,High,Bug,Open,2025-07-04,,
TKT0007786,ACC001498,Low,Technical,Closed,2026-12-20,2024-10-15,3.0
