usage_id,account_id,login_count,active_users,api_calls,storage_used_gb,feature_usage_score,last_login
USG00031055,ACC002546,932,180,363033,420.0,67.9,2026-04-14
USG00031056,ACC000807,720,76,-14160,44.0,49.9,2026-04-30
USG00031057,ACC002315,5423,2983,816828,1052.0,86.0,2026-04-07
USG00031058,ACC000990,4934,344,15601,129.0,55.8,2026-04-26
USG00031059,ACC000601,4261,249,161140,365.0,59.2,2026-05-22
USG00031060,ACC000220,305,23,8111,31.0,31.2,2026-06-18
USG00031061,ACC002369,514,27,33228,85.0,38.0,2026-06-13
USG00031062,ACC001208,2840,318,408167,499.0,65.7,2026-07-01
USG00031063,ACC001115,167,10,158,19.59,21.6,2026-04-11
USG00031064,ACC001636,12548,1607,154408,2992.0,71.1,2026-05-06
USG00031065,ACC000688,12911,4744,2260817,3871.0,78.7,2026-05-30
USG00031066,ACC001582,281,26,26251,51.0,60.5,2026-05-14
USG00031067,ACC001299,3540,152,471525,409.0,50.4,2026-06-26
USG00031068,ACC002769,4626,4264,1088653,679.0,70.4,2026-05-25
USG00031069,ACC002958,175,20,2538,1.7,18.3,2026-05-14
USG00031070,ACC000090,8011,1529,4667277,2004.0,71.6,2026-04-07
USG00031071,ACC001318,814,20,13939,68.0,59.8,2026-04-17
USG00031072,ACC002958,25,10,1246,,15.4,2026-05-10
USG00031073,ACC000140,2768,445,446616,165.0,73.0,2026-06-08
USG00031074,ACC002642,168,8,153,2.2,40.7,2026-06-08
USG00031075,ACC001224,904,94,49388,62.0,35.8,2026-10-03
USG00031076,ACC000525,699,63,32607,54.0,63.2,2026-06-10
USG00031077,ACC000084,141,6,1136,4.82,37.7,2026-06-10
USG00031078,ACC001120,849,77,40640,8.0,40.9,2026-05-11
USG00031079,ACC000953,1129,274,185825,,66.3,2026-06-26
USG00031080,ACC000793,19424,2799,3232773,2124.0,90.1,2026-06-17
USG00031081,ACC002248,796,56,31108,51.0,35.4,2026-06-23
USG00031082,ACC001445,3349,393,462745,389.0,74.3,2026-06-11
USG00031083,ACC001918,125,9,2319,16.35,25.5,2026-06-20
USG00031084,ACC000554,2214,206,452343,109.0,59.8,2026-07-05
USG00031085,ACC000758,1762,459,244003,170.0,76.0,2026-04-22
USG00031086,ACC001495,4244,393,333249,199.0,54.3,2026-05-28
USG00031087,ACC001416,5870,4021,1508663,599.0,85.1,2026-04-18
USG00031088,ACC000095,418,41,1327,98.0,64.5,2026-05-24
USG00031089,ACC001098,156,11,1558,16.08,24.4,2026-04-18
USG00031090,ACC001845,115,4,4521,14.64,37.1,2026-05-02
USG00031091,ACC000053,11756,4059,4730618,3799.0,81.2,2026-04-28
USG00031092,ACC001657,348,48,41681,45.0,48.2,2026-06-06
USG00031093,ACC001482,2107,3758,3233967,3720.0,78.0,2026-05-21
USG00031094,ACC001299,3331,236,467995,497.0,52.0,2026-05-13
USG00031095,ACC000249,3646,389,199527,227.0,59.9,2026-05-22
USG00031096,ACC002346,793,25,30723,42.0,31.2,2026-06-30
USG00031097,ACC002997,296,29,42205,65.0,48.8,2026-06-04
USG00031098,ACC001391,8049,3691,3539362,3655.0,69.4,2026-05-04
USG00031099,ACC001972,351,18,14122,99.0,61.0,2026-06-19
USG00031100,ACC000418,952,53,3927,25.0,32.1,2026-07-02
USG00031101,ACC000111,86,4,2168,11.94,42.8,2026-07-05
USG00031102,ACC002766,798,12,47869,77.0,31.3,2026-05-29
USG00031103,ACC001936,12536,654,3112443,282.0,73.7,2026-07-04
USG00031104,ACC000963,188,8,3591,19.17,28.2,2026-05-12
USG00031105,ACC002736,862,221,77855,235.0,74.0,2026-05-16
USG00031106,ACC002853,98,8,3184,8.27,41.4,2026-06-18
USG00031107,ACC002663,326,29,29567,42.0,59.9,2026-06-14
USG00031108,ACC001012,312,56,18848,42.0,30.8,2026-05-18
USG00031109,ACC000870,3492,55,456509,80.0,78.4,2026-04-27
USG00031110,ACC002210,14663,4553,3107534,2822.0,84.8,2026-05-21
USG00031111,ACC001990,16381,3580,1256943,3589.0,75.5,2026-06-01
USG00031112,ACC000610,679,13,12260,92.0,34.4,2026-05-12
USG00031113,ACC000122,54,17,128,3.13,15.0,2026-06-21
USG00031114,ACC000714,55,12,4283,4.67,39.0,2026-06-28
USG00031115,ACC001185,535,57,28856,20.0,33.2,2026-06-26
USG00031116,ACC000896,4680,366,-442762,331.0,50.9,2026-05-15
USG00031117,ACC000672,157,12,4860,2.73,40.0,2026-05-24
USG00031118,ACC002615,195,23,36139,93.0,41.7,2026-06-27
USG00031119,ACC000797,4220,382,415116,484.0,77.8,2026-05-19
USG00031120,ACC001794,22,15,2054,3.68,16.1,2026-07-06
USG00031121,ACC000844,444,92,10740,85.0,60.3,2026-04-14
USG00031122,ACC002441,547,19,26404,63.0,38.8,2026-05-22
USG00031123,ACC000273,176,9,4127,9.97,21.7,2026-05-27
USG00031124,ACC002425,829,59,36429,59.0,51.3,2026-06-09
USG00031125,ACC002955,722,85,44066,40.0,56.6,2026-06-25
USG00031126,ACC000181,4217,422,418972,254.0,71.6,2026-04-20
USG00031127,ACC001069,297,80,48381,22.0,40.7,2026-07-02
USG00031128,ACC000812,415,29,49372,83.0,31.6,2026-05-24
USG00031129,ACC002285,318,75,25768,92.0,43.5,2026-04-07
USG00031130,ACC002593,15725,2091,4132937,3595.0,76.2,2026-06-24
USG00031131,ACC002308,4056,428,166392,348.0,77.3,2026-04-29
USG00031132,ACC002016,721,51,28195,34.0,38.4,2026-06-30
USG00031133,ACC001683,962,44,8096,31.0,42.2,2026-05-05
USG00031134,ACC001476,901,208,293129,,52.1,2026-06-20
USG00031135,ACC000851,566,114,318750,469.0,73.2,2026-05-12
USG00031136,ACC002969,749,23,34018,69.0,63.4,2026-06-14
USG00031137,ACC000541,963,54,29545,61.0,44.9,2026-05-09
USG00031138,ACC000792,260,80,49331,50.0,52.6,2026-04-24
USG00031139,ACC002566,115,26,2928,12.0,37.3,2027-03-23
USG00031140,ACC002063,711,18,43600,82.0,30.9,2026-06-19
USG00031141,ACC000880,4321,118,178314,213.0,64.2,2026-04-09
USG00031142,ACC001891,172,73,16193,39.0,61.8,2026-05-31
USG00031143,ACC000792,233,58,49323,57.0,52.3,2026-05-09
USG00031144,ACC001896,2543,455,287253,406.0,58.5,2026-11-30
USG00031145,ACC002389,132,5,1649,1.92,45.9,2026-06-19
USG00031146,ACC002843,408,67,12928,97.0,43.8,2026-05-06
USG00031147,ACC002636,4991,423,384482,436.0,63.6,2026-05-17
USG00031148,ACC000423,933,78,11835,,45.4,2026-06-30
USG00031149,ACC001730,168,71,7324,99.0,45.3,2026-04-14
USG00031150,ACC002644,4738,85,77035,499.0,60.2,2026-05-13
USG00031151,ACC001932,3246,147,181921,457.0,68.5,2026-05-31
USG00031152,ACC002252,2988,219,282240,318.0,66.0,2026-05-16
USG00031153,ACC001498,211,30,3652,84.0,56.0,2026-05-06
USG00031154,ACC000820,3693,194,428727,224.0,50.7,2026-04-30
USG00031155,ACC002868,2236,136,331373,151.0,71.0,2026-04-07
USG00031156,ACC001264,223,23,35736,42.0,50.7,2026-04-08
USG00031157,ACC000795,2989,88,338054,267.0,68.0,2026-04-17
USG00031158,ACC000439,696,24,-43338,20.0,55.0,2026-05-13
USG00031159,ACC000612,163,7,4167,13.21,24.8,2026-05-31
USG00031160,ACC002558,62,4,3215,8.07,20.3,2026-04-19
USG00031161,ACC002422,210,45,16560,44.0,62.4,2026-06-26
USG00031162,ACC002382,350,87,6629,63.0,49.7,2026-05-01
USG00031163,ACC002705,2875,85,81045,313.0,68.3,2026-05-02
USG00031164,ACC000405,638,147,400536,378.0,70.0,2026-06-04
USG00031165,ACC001052,1215,109,278419,80.0,78.3,2026-06-26
USG00031166,ACC000383,1618,350,379319,230.0,77.7,2026-05-28
USG00031167,ACC002907,885,69,47680,53.0,32.1,2026-06-08
USG00031168,ACC002882,153,9,1718,16.09,44.6,2026-06-21
USG00031169,ACC000968,2440,404,430354,301.0,65.5,2026-06-20
USG00031170,ACC001716,82,8,3589,5.07,37.6,2026-06-17
USG00031171,ACC000546,345,50,2705,41.0,53.0,2026-06-14
USG00031172,ACC002136,19548,2045,4028861,3906.0,97.3,2026-05-31
USG00031173,ACC000827,13343,861,3733877,3634.0,89.7,2026-05-06
USG00031174,ACC000925,30,13,2944,14.14,32.2,2026-05-22
USG00031175,ACC002753,3327,204,341607,163.0,58.7,2026-05-16
USG00031176,ACC001858,255,73,14044,91.0,36.9,2026-05-31
USG00031177,ACC001084,15836,2247,4589075,3707.0,88.7,2026-05-15
USG00031178,ACC001146,4356,216,135911,116.0,61.4,2026-05-12
USG00031179,ACC000538,750,97,49688,64.0,54.6,2026-05-10
USG00031180,ACC001317,949,95,2798,95.0,64.8,2026-06-02
USG00031181,ACC001354,277,13,40772,43.0,62.8,2026-06-05
USG00031182,ACC002119,6961,2822,964554,4601.0,71.6,2026-06-24
USG00031183,ACC002897,79,3,1940,12.88,44.0,2026-04-10
USG00031184,ACC001978,173,21,-24979,33.0,50.2,2026-06-17
USG00031185,ACC001036,741,19,-43649,57.0,35.9,2026-05-18
USG00031186,ACC002332,83,7,3132,16.6,48.6,2026-04-13
USG00031187,ACC000193,1807,392,423183,440.0,72.4,2026-05-02
USG00031188,ACC001282,673,77,37148,70.0,44.4,2026-06-11
USG00031189,ACC001181,438,32,47516,5.0,30.4,2026-06-23
USG00031190,ACC000833,4493,375,74979,221.0,64.8,2027-06-12
USG00031191,ACC000315,570,278,485452,140.0,71.5,2026-04-29
USG00031192,ACC002645,1957,418,498933,347.0,56.1,2026-05-23
USG00031193,ACC000608,2317,244,121553,338.0,65.5,2026-05-05
USG00031194,ACC001419,990,76,8083,19.0,56.9,2026-04-15
USG00031195,ACC002446,549,16,27729,37.0,54.8,2026-05-04
USG00031196,ACC000493,200,6,3421,14.27,11.9,2026-05-25
USG00031197,ACC000195,987,55,17677,26.0,51.4,2026-06-14
USG00031198,ACC000274,1749,54,144412,119.0,60.9,2026-06-10
USG00031199,ACC000507,53,5,2307,14.89,10.9,2026-06-25
USG00031200,ACC000906,3964,205,313459,202.0,78.6,2026-05-15
USG00031201,ACC001419,327,46,36963,12.0,36.1,2026-05-18
USG00031202,ACC000716,161,15,1275,14.92,16.7,2026-04-07
USG00031203,ACC000808,12282,3106,276233,1146.0,65.2,2026-04-24
USG00031204,ACC000755,823,52,23453,48.0,62.7,2026-05-09
USG00031205,ACC001214,4550,379,476798,270.0,58.4,2026-07-06
USG00031206,ACC001956,135,77,22939,89.0,37.3,2026-06-15
USG00031207,ACC001625,48,8,2922,9.28,41.8,2026-06-24
USG00031208,ACC000656,3167,3783,4015744,2235.0,65.7,2026-06-27
USG00031209,ACC000691,4086,319,433846,80.0,50.7,2026-06-05
USG00031210,ACC002040,582,50,-27122,98.0,56.8,2026-06-21
USG00031211,ACC002781,18728,981,4750010,4940.0,66.5,2026-06-24
USG00031212,ACC001221,3489,271,92659,172.0,66.4,2026-04-17
USG00031213,ACC002428,1398,297,57280,389.0,54.4,2026-04-10
USG00031214,ACC002516,550,81,17723,70.0,51.6,2026-05-25
USG00031215,ACC001726,18462,4009,1385080,4786.0,66.6,2026-05-03
USG00031216,ACC001259,2284,472,244991,458.0,77.4,2026-06-27
USG00031217,ACC000560,982,51,29557,35.0,57.1,2026-05-23
USG00031218,ACC000197,195,90,32710,42.0,43.8,2026-04-25
USG00031219,ACC001179,172,19,421,17.54,13.3,2026-06-02
USG00031220,ACC001219,567,54,30481,61.0,32.9,2026-05-06
USG00031221,ACC000014,4761,300,59737,385.0,55.4,2026-06-28
USG00031222,ACC002120,2646,143,466912,296.0,65.6,2026-04-07
USG00031223,ACC001265,477,28,14971,20.0,44.3,2026-05-31
USG00031224,ACC002678,3971,465,109258,,71.9,2026-05-20
USG00031225,ACC002079,174,4,3600,10.72,40.9,2026-06-03
USG00031226,ACC002839,1000,39,30856,86.0,41.4,2026-06-27
USG00031227,ACC000642,13376,1357,3889474,4134.0,71.7,2026-05-06
USG00031228,ACC002018,158,2,2724,18.78,28.6,2026-04-14
USG00031229,ACC002942,166,13,3671,8.59,23.6,2026-06-19
USG00031230,ACC000778,19873,3890,3477760,1173.0,97.2,2026-04-23
USG00031231,ACC000983,833,417,65957,,75.1,2026-05-24
USG00031232,ACC001757,9451,4829,420567,4895.0,95.0,2026-05-11
USG00031233,ACC000916,15674,1633,3783429,4689.0,90.3,2026-06-06
USG00031234,ACC002210,2256,3944,3466231,3839.0,97.8,2026-04-10
USG00031235,ACC001612,834,34,1713,98.0,58.1,2026-04-11
USG00031236,ACC000056,2179,292,19304,136.0,72.4,2026-05-07
USG00031237,ACC002652,15468,4849,1351658,4606.0,78.7,2026-04-11
USG00031238,ACC001526,37,6,4132,15.87,23.5,2026-06-15
USG00031239,ACC002007,1749,451,243785,320.0,67.8,2026-05-24
USG00031240,ACC002371,2932,497,24118,131.0,75.2,2026-06-08
USG00031241,ACC002666,4249,462,-468571,192.0,52.3,2026-04-19
USG00031242,ACC000407,1752,358,264151,115.0,53.9,2026-06-25
USG00031243,ACC001054,599,39,19885,19.0,43.7,2026-06-29
USG00031244,ACC000927,1474,114,316884,251.0,72.4,2026-04-11
USG00031245,ACC002379,141,13,3249,12.02,15.9,2026-06-26
USG00031246,ACC002744,2629,362,243567,248.0,74.4,2026-06-13
USG00031247,ACC000023,4522,152,219438,313.0,60.0,2026-06-02
USG00031248,ACC002707,737,32,21243,51.0,32.0,2026-06-27
USG00031249,ACC002767,919,43,26906,5.0,32.3,2026-05-10
USG00031250,ACC001776,534,98,6816,20.0,56.4,2026-04-27
USG00031251,ACC000089,11,5,839,7.71,21.0,2026-06-18
USG00031252,ACC001255,815,41,16730,43.0,64.5,2026-04-22
USG00031253,ACC002554,1431,464,40021,171.0,78.2,2026-06-21
USG00031254,ACC002519,911,223,215473,59.0,76.6,2026-06-26
USG00031255,ACC000628,4903,244,191947,185.0,57.8,2026-04-21
USG00031256,ACC002789,147,19,1969,2.17,12.1,2026-05-17
USG00031257,ACC000886,1130,278,61406,427.0,61.2,2026-06-09
USG00031258,ACC000591,157,7,1198,13.68,49.7,2026-04-22
USG00031259,ACC000425,918,72,442489,262.0,63.3,2026-04-28
USG00031260,ACC002110,16489,1549,3976398,381.0,93.0,2026-04-10
USG00031261,ACC001223,202,23,40577,49.0,61.4,2027-03-03
USG00031262,ACC002171,712,84,13133,77.0,42.4,2026-06-03
USG00031263,ACC001099,143,20,263,7.79,45.9,2026-05-09
USG00031264,ACC001834,554,48,30917,20.0,62.0,2026-04-13
USG00031265,ACC000440,94,17,3270,10.88,42.6,2026-04-12
USG00031266,ACC000258,696,29,13673,36.0,42.4,2026-06-15
USG00031267,ACC002439,44,13,2532,11.48,17.6,2026-04-14
USG00031268,ACC001694,189,5,2931,15.34,18.2,2026-04-30
USG00031269,ACC001897,71,13,1010,12.85,46.0,2026-05-10
USG00031270,ACC002063,543,20,3823,56.0,62.9,2026-05-15
USG00031271,ACC000735,630,52,34090,19.0,62.5,2026-04-24
USG00031272,ACC002880,292,85,23600,57.0,47.3,2026-05-16
USG00031273,ACC002931,15268,4160,2307207,,70.3,2026-04-26
USG00031274,ACC000001,1391,122,159660,248.0,73.5,2026-06-09
USG00031275,ACC001204,892,47,7788,91.0,37.3,2026-05-16
USG00031276,ACC000656,4522,1321,2659882,1668.0,76.3,2026-06-07
USG00031277,ACC002641,216,42,45481,7.0,43.8,2026-06-09
USG00031278,ACC002180,4621,251,63015,215.0,52.1,2026-06-22
USG00031279,ACC000898,17535,3475,-4337048,3529.0,81.4,2026-05-19
USG00031280,ACC000758,2865,98,377837,380.0,77.0,2026-06-01
USG00031281,ACC000752,363,12,10880,26.0,39.0,2026-05-02
USG00031282,ACC002935,909,114,236918,381.0,66.9,2026-07-01
USG00031283,ACC000891,434,92,41485,28.0,40.6,2026-04-25
USG00031284,ACC000786,251,57,11324,19.0,30.0,2026-07-02
USG00031285,ACC001029,566,57,42051,32.0,53.8,2026-06-06
USG00031286,ACC002589,352,44,20147,92.0,61.5,2026-05-28
USG00031287,ACC000957,1389,307,493087,118.0,72.2,2026-06-13
USG00031288,ACC002506,166,19,12252,42.0,39.9,2026-07-05
USG00031289,ACC001041,12813,778,4820750,1887.0,74.1,2026-06-23
USG00031290,ACC002745,10762,3491,135418,4845.0,69.2,2026-04-12
USG00031291,ACC000836,521,38,16091,47.0,58.6,2026-05-08
USG00031292,ACC000260,2618,333,416452,285.0,78.4,2026-06-29
USG00031293,ACC001782,3140,4358,3444637,310.0,96.8,2026-06-29
USG00031294,ACC000736,170,17,4228,1.34,33.1,2026-05-20
USG00031295,ACC001023,116,11,7561,58.0,45.1,2026-06-14
USG00031296,ACC000423,378,19,18735,100.0,55.4,2026-05-26
USG00031297,ACC000502,3686,57,260619,173.0,52.2,2026-05-09
USG00031298,ACC000932,4083,196,490015,120.0,60.0,2026-06-18
USG00031299,ACC000929,3478,398,29381,125.0,58.9,2026-05-15
USG00031300,ACC002086,512,42,6081,72.0,50.9,2026-07-04
USG00031301,ACC002394,139,10,-45790,53.0,33.6,2026-06-22
USG00031302,ACC000711,91,15,3822,,29.5,2026-05-13
USG00031303,ACC002217,12382,676,925525,2518.0,79.6,2026-05-13
USG00031304,ACC000507,199,5,1103,6.47,41.1,2026-04-27
USG00031305,ACC001859,143,51,26162,6.0,48.0,2026-05-22
USG00031306,ACC000528,676,29,33437,30.0,36.0,2026-05-27
USG00031307,ACC002747,652,94,7272,59.0,48.7,2026-04-20
USG00031308,ACC001624,19822,4414,4598198,2117.0,82.7,2026-05-07
USG00031309,ACC002122,352,83,15360,95.0,40.9,2026-05-28
USG00031310,ACC001166,179,3,1405,11.6,31.9,2026-06-01
USG00031311,ACC001293,118,19,1777,2.28,21.6,2026-06-08
USG00031312,ACC001272,1176,481,484347,310.0,59.7,2026-06-25
USG00031313,ACC001986,2028,426,267435,467.0,63.3,2026-05-18
USG00031314,ACC001173,2291,380,-226588,494.0,74.7,2026-06-04
USG00031315,ACC002686,2713,469,355046,196.0,70.7,2026-05-13
USG00031316,ACC001997,7300,1501,4601527,1740.0,80.2,2026-06-08
USG00031317,ACC001805,2706,2750,2914418,1226.0,93.3,2026-06-24
USG00031318,ACC000771,151,4,710,16.67,18.4,2026-05-26
USG00031319,ACC002207,4520,115,231714,73.0,51.4,2026-06-05
USG00031320,ACC000952,2740,232,178123,424.0,60.7,2026-06-22
USG00031321,ACC001873,459,19,36934,66.0,36.1,2026-05-14
USG00031322,ACC000437,963,72,35290,39.0,56.3,2026-07-04
USG00031323,ACC002604,645,87,43913,6.0,37.5,2026-05-27
USG00031324,ACC000053,9001,546,3436259,307.0,93.2,2026-05-23
USG00031325,ACC001069,954,98,42099,72.0,48.4,2026-06-28
USG00031326,ACC000650,3387,57,82016,292.0,68.5,2026-07-02
USG00031327,ACC000293,199,10,2858,19.01,37.6,2026-07-04
USG00031328,ACC001696,349,30,29517,76.0,31.3,2026-04-21
USG00031329,ACC001270,515,426,474860,200.0,51.3,2026-06-29
USG00031330,ACC002292,169,2,3872,15.06,43.3,2026-04-11
USG00031331,ACC000530,4273,302,461544,128.0,77.9,2026-07-05
USG00031332,ACC001678,192,70,10291,15.0,64.2,2026-05-13
USG00031333,ACC000571,3156,392,205282,434.0,53.6,2026-06-12
USG00031334,ACC002039,868,100,49443,61.0,62.5,2026-07-06
USG00031335,ACC002662,46,12,269,12.73,29.8,2026-06-24
USG00031336,ACC001951,4458,85,240687,95.0,51.4,2026-06-11
USG00031337,ACC001713,606,33,40565,20.0,53.0,2026-04-27
USG00031338,ACC001553,572,37,10353,82.0,36.5,2026-04-28
USG00031339,ACC000022,5328,4507,1427747,4875.0,78.0,2026-04-30
USG00031340,ACC000936,880,269,377233,383.0,57.1,2026-06-29
USG00031341,ACC000985,820,84,35512,87.0,55.4,2026-04-29
USG00031342,ACC000757,68,17,4468,4.56,38.7,2026-04-30
USG00031343,ACC000563,193,87,20153,95.0,50.3,2026-04-12
USG00031344,ACC000561,165,13,1275,0.53,40.9,2026-06-25
USG00031345,ACC000970,7171,4051,3063392,2360.0,92.0,2026-04-23
USG00031346,ACC002998,828,98,37848,20.0,33.6,2026-04-21
USG00031347,ACC000181,4326,143,280936,321.0,58.8,2026-05-28
USG00031348,ACC000010,1173,53,397625,291.0,57.0,2026-06-28
USG00031349,ACC001757,13847,1547,3487718,2638.0,86.7,2026-04-23
USG00031350,ACC002259,39,7,1293,9.41,24.5,2026-04-08
USG00031351,ACC000940,228,85,10641,50.0,41.9,2026-07-03
USG00031352,ACC001516,725,75,44022,55.0,34.0,2026-06-12
USG00031353,ACC000668,362,33,49414,40.0,51.8,2026-06-19
USG00031354,ACC001211,248,25,44675,72.0,43.9,2026-05-18
USG00031355,ACC000738,645,82,31105,100.0,42.0,2026-06-07
USG00031356,ACC000526,2025,273,68083,436.0,77.4,2026-04-26
USG00031357,ACC000284,50,1,2562,7.18,28.0,2026-05-24
USG00031358,ACC001793,971,86,479439,175.0,67.6,2026-07-01
USG00031359,ACC002150,604,91,1456,32.0,47.8,2026-05-16
USG00031360,ACC000619,2262,363,129205,359.0,54.1,2026-06-01
USG00031361,ACC001342,2171,410,61651,484.0,68.2,2026-06-29
USG00031362,ACC002439,179,12,645,,27.4,2026-04-25
USG00031363,ACC002592,162,19,595,11.61,15.4,2026-06-08
USG00031364,ACC002165,886,47,15280,69.0,60.3,2026-06-13
USG00031365,ACC000053,3183,417,-4225864,1117.0,66.8,2026-04-21
USG00031366,ACC002811,11908,1345,517393,1637.0,65.4,2026-05-23
USG00031367,ACC000796,3829,246,137354,222.0,58.5,2026-07-06
USG00031368,ACC001522,87,12,3096,10.7,17.0,2026-05-18
USG00031369,ACC002807,94,12,1282,8.31,29.3,2026-04-14
USG00031370,ACC002360,2097,1387,4722032,3717.0,81.8,2026-05-17
USG00031371,ACC002845,138,8,4667,17.81,20.6,2026-05-17
USG00031372,ACC001308,143,85,13084,92.0,30.7,2026-06-07
USG00031373,ACC002659,46,2,3125,16.2,20.9,2026-04-10
USG00031374,ACC001736,2774,248,343236,325.0,63.9,2026-07-05
USG00031375,ACC001513,143,22,29334,99.0,64.3,2026-07-03
USG00031376,ACC001218,138,10,4051,9.92,17.3,2026-07-03
USG00031377,ACC002345,4272,101,262110,250.0,68.8,2026-06-12
USG00031378,ACC000141,877,248,481653,252.0,57.6,2026-06-16
USG00031379,ACC000572,313,11,24303,20.0,61.8,2026-06-19
USG00031380,ACC000626,464,70,18675,70.0,58.2,2026-05-09
USG00031381,ACC001321,715,143,-254312,426.0,57.7,2026-04-10
USG00031382,ACC000464,148,88,1625,48.0,61.7,2026-05-04
USG00031383,ACC002697,50,15,3567,13.33,31.9,2026-04-18
USG00031384,ACC000575,712,92,8366,69.0,52.6,2026-06-25
USG00031385,ACC001794,141,20,3941,18.54,10.4,2026-05-20
USG00031386,ACC001900,8851,1230,4863371,3557.0,84.7,2026-06-25
USG00031387,ACC000123,189,47,8440,32.0,38.9,2026-05-30
USG00031388,ACC001878,542,17,30448,39.0,61.2,2026-06-13
USG00031389,ACC000172,143,17,1095,4.22,25.4,2026-12-13
USG00031390,ACC001595,862,36,36292,35.0,31.0,2026-06-07
USG00031391,ACC000256,3833,91,356503,320.0,76.5,2026-04-26
USG00031392,ACC001039,164,12,2318,1.31,47.6,2026-05-24
USG00031393,ACC002619,2609,475,416861,239.0,79.4,2026-04-12
USG00031394,ACC001322,2348,377,299403,284.0,61.9,2026-04-15
USG00031395,ACC000930,572,100,49745,85.0,41.5,2026-06-05
USG00031396,ACC001077,338,91,35678,81.0,49.9,2026-05-09
USG00031397,ACC002924,1650,385,360075,172.0,75.4,2026-06-06
USG00031398,ACC001398,324,95,7551,63.0,51.9,2026-06-10
USG00031399,ACC000622,3171,133,122284,355.0,79.0,2026-04-10
USG00031400,ACC001910,11567,757,1162404,2517.0,73.2,2026-07-05
USG00031401,ACC000145,525,46,19249,81.0,43.8,2026-05-29
USG00031402,ACC002245,113,19,4152,14.99,28.7,2026-05-30
USG00031403,ACC001830,17346,4404,158464,4136.0,92.0,2026-04-22
USG00031404,ACC002579,2197,340,15340,295.0,60.9,2026-04-27
USG00031405,ACC001321,1760,104,331879,359.0,77.3,2026-04-14
USG00031406,ACC001870,17426,2870,3526117,2258.0,68.4,2026-05-26
USG00031407,ACC000781,692,24,26923,80.0,44.0,2026-06-28
USG00031408,ACC002897,90,8,1480,18.83,31.6,2026-06-16
USG00031409,ACC001577,3369,95,70194,198.0,52.4,2026-04-18
USG00031410,ACC002605,989,72,31415,32.0,50.0,2026-04-10
USG00031411,ACC002653,4631,419,97074,203.0,55.1,2026-06-11
USG00031412,ACC001341,2277,163,328938,92.0,78.9,2026-05-30
USG00031413,ACC002747,384,33,25662,79.0,55.1,2026-05-13
USG00031414,ACC001917,4375,369,275204,241.0,79.7,2026-04-27
USG00031415,ACC002808,1495,182,-393946,478.0,73.6,2026-04-30
USG00031416,ACC001837,187,10,3163,12.96,38.4,2026-04-10
USG00031417,ACC001838,88,3,2188,7.79,37.9,2026-07-03
USG00031418,ACC001055,299,15,2620,8.0,62.8,2026-06-08
USG00031419,ACC001956,720,12,-36968,79.0,49.0,2026-06-15
USG00031420,ACC001267,2993,469,478267,77.0,68.0,2026-07-02
USG00031421,ACC000079,590,60,2960,14.0,31.6,2026-05-14
USG00031422,ACC001570,332,72,49431,43.0,43.5,2026-05-08
USG00031423,ACC000223,153,44,19012,20.0,32.3,2026-06-22
USG00031424,ACC002768,950,30,4553,29.0,60.6,2026-05-02
USG00031425,ACC001827,1599,174,234064,476.0,66.9,2026-05-12
USG00031426,ACC002146,3145,1633,4995402,1856.0,72.0,2026-06-26
USG00031427,ACC000830,11267,4123,-1736906,4187.0,88.7,2026-04-26
USG00031428,ACC001287,883,29,39579,25.0,60.1,2026-05-15
USG00031429,ACC002622,212,49,3382,43.0,63.9,2026-05-30
USG00031430,ACC002629,451,16,15916,62.0,64.2,2026-06-01
USG00031431,ACC000051,561,93,14503,87.0,51.8,2026-05-20
USG00031432,ACC002974,152,17,825,12.58,11.0,2026-04-11
USG00031433,ACC001023,618,36,32152,67.0,52.9,2026-06-16
USG00031434,ACC001654,23,6,3470,15.8,48.0,2026-05-13
USG00031435,ACC001568,661,66,203396,301.0,51.3,2026-05-08
USG00031436,ACC002122,537,30,41041,51.0,39.9,2026-04-24
USG00031437,ACC002836,4758,340,198852,466.0,55.7,2026-04-30
USG00031438,ACC002849,4450,390,433187,247.0,75.6,2026-06-01
USG00031439,ACC002143,445,35,24953,,40.1,2026-06-28
USG00031440,ACC002279,844,23,31174,37.0,42.8,2026-05-25
USG00031441,ACC000345,2273,173,464371,249.0,54.9,2026-05-31
USG00031442,ACC000532,1784,384,230433,312.0,53.8,2026-04-20
USG00031443,ACC002923,533,84,41913,62.0,49.9,2026-06-16
USG00031444,ACC002455,9907,1232,3787342,1728.0,86.1,2026-06-21
USG00031445,ACC002970,776,368,245346,425.0,67.4,2026-05-29
USG00031446,ACC001270,4487,110,457106,282.0,51.3,2026-06-11
USG00031447,ACC002171,773,76,45472,14.0,46.8,2026-06-04
USG00031448,ACC001665,10826,2257,1189731,979.0,73.0,2026-09-20
USG00031449,ACC002402,204,72,33258,84.0,40.6,2026-05-08
USG00031450,ACC000775,826,85,5356,100.0,42.9,2026-06-02
USG00031451,ACC001673,1570,217,251966,260.0,78.3,2026-04-21
USG00031452,ACC000687,958,31,37307,83.0,60.5,2026-06-30
USG00031453,ACC001343,180,73,16525,28.0,59.6,2026-04-11
USG00031454,ACC002734,1081,218,255271,108.0,71.7,2026-05-15
USG00031455,ACC001546,7149,4390,1594974,2836.0,82.8,2026-05-10
USG00031456,ACC000939,875,46,48762,32.0,51.3,2026-05-25
