activity_id,account_id,page_views,sessions,average_session_time,downloads,webinar_attendance,last_visit
ACT00020176,ACC001120,564,27,390.9,11,0,2026-05-14
ACT00020177,ACC002215,415,56,469.1,7,0,2026-05-26
ACT00020178,ACC002570,645,46,86.2,8,5,2026-07-03
ACT00020179,ACC002248,533,44,300.2,1,2,2026-05-18
ACT00020180,ACC000843,312,16,168.2,3,4,2026-05-20
ACT00020181,ACC000357,437,29,137.1,15,5,2026-06-08
ACT00020182,ACC002659,64,28,199.5,5,2,2026-06-06
ACT00020183,ACC000796,-1925,123,198.0,15,10,2026-05-27
ACT00020184,ACC000020,284,221,197.7,22,3,2026-06-08
ACT00020185,ACC000613,1577,107,231.7,15,8,2026-06-17
ACT00020186,ACC001462,-309,30,302.8,6,2,2026-06-29
ACT00020187,ACC001019,18878,1696,1506.9,56,35,2026-05-15
ACT00020188,ACC002337,107,17,40.3,1,0,2026-06-15
ACT00020189,ACC001462,264,20,371.6,6,3,2026-05-26
ACT00020190,ACC000309,1943,227,475.7,16,12,2026-07-06
ACT00020191,ACC000816,8351,335,981.4,137,30,2026-05-27
ACT00020192,ACC001614,-101,18,100.3,2,1,2026-06-11
ACT00020193,ACC002125,979,345,350.0,40,5,2026-06-19
ACT00020194,ACC000707,667,298,848.3,31,4,2026-05-20
ACT00020195,ACC002188,132,11,68.7,5,2,2026-05-23
ACT00020196,ACC000477,2950,349,531.8,16,5,2026-07-02
ACT00020197,ACC000740,2828,108,693.2,7,15,2026-06-30
ACT00020198,ACC000399,956,236,393.8,25,5,2026-05-09
ACT00020199,ACC002724,87,16,169.9,2,2,2026-07-04
ACT00020200,ACC000875,304,42,148.0,9,4,2026-05-22
ACT00020201,ACC001691,197,19,173.4,4,2,2026-05-28
ACT00020202,ACC001629,6620,809,672.6,41,50,2026-06-25
ACT00020203,ACC001146,1803,99,886.0,26,11,2026-05-25
ACT00020204,ACC000630,14145,970,1028.7,188,52,2026-05-16
ACT00020205,ACC000266,12229,735,1128.7,128,91,2026-05-20
ACT00020206,ACC002234,8178,790,1221.6,66,58,2026-06-21
ACT00020207,ACC000163,2423,167,161.3,36,10,2026-06-20
ACT00020208,ACC000131,2942,277,570.7,23,8,2026-06-11
ACT00020209,ACC000320,66,6,165.8,4,0,2026-06-15
ACT00020210,ACC001447,15,4,279.4,1,2,2026-05-15
ACT00020211,ACC002590,-1126,379,781.9,29,8,2026-05-31
ACT00020212,ACC000225,302,52,179.2,9,2,2026-05-23
ACT00020213,ACC002773,83,19,155.3,4,2,2026-06-13
ACT00020214,ACC001921,2481,259,700.5,32,11,2026-06-06
ACT00020215,ACC000583,1199,77,168.5,36,14,2026-05-11
ACT00020216,ACC001844,11922,1601,857.3,113,37,2026-09-20
ACT00020217,ACC001324,174,11,123.3,5,1,2026-06-20
ACT00020218,ACC001067,13,5,177.2,5,1,2026-05-16
ACT00020219,ACC001144,15531,1950,484.2,23,28,2026-05-31
ACT00020220,ACC000707,865,200,286.2,22,9,2026-06-02
ACT00020221,ACC000506,2263,108,556.4,17,13,2026-06-23
ACT00020222,ACC002549,179,95,321.1,9,1,2026-05-20
ACT00020223,ACC001918,66,29,155.0,0,0,2026-06-27
ACT00020224,ACC000389,1426,314,538.6,21,14,2026-06-18
ACT00020225,ACC000121,97,18,90.7,2,2,2026-05-16
ACT00020226,ACC002210,3905,592,378.3,79,82,2026-05-29
ACT00020227,ACC001221,651,66,794.2,14,14,2026-05-29
ACT00020228,ACC001158,121,36,79.6,4,2,2026-06-30
ACT00020229,ACC002545,10462,1129,652.8,84,67,2026-06-23
ACT00020230,ACC000205,530,134,286.4,36,4,2026-05-16
ACT00020231,ACC002992,142,66,86.4,9,0,2026-06-01
ACT00020232,ACC001644,682,81,61.9,5,3,2026-06-15
ACT00020233,ACC002510,92,19,82.1,4,0,2026-05-09
ACT00020234,ACC001767,1353,202,430.6,8,8,2026-06-21
ACT00020235,ACC000210,412,161,551.8,25,4,2026-07-04
ACT00020236,ACC002319,2199,122,688.5,27,9,2026-06-05
ACT00020237,ACC001807,12610,1229,1142.1,77,70,2026-05-22
ACT00020238,ACC001564,193,21,76.7,5,0,2026-05-16
ACT00020239,ACC002842,2030,219,260.5,12,6,2026-06-23
ACT00020240,ACC001864,435,29,181.1,2,5,2026-06-15
ACT00020241,ACC000401,874,148,438.3,23,12,2026-05-07
ACT00020242,ACC001649,656,84,650.8,20,8,2026-05-17
ACT00020243,ACC000699,686,250,760.4,7,15,2026-06-26
ACT00020244,ACC001830,18186,1500,1075.7,160,80,2026-05-24
ACT00020245,ACC001214,1833,269,517.9,28,14,2026-05-17
ACT00020246,ACC002835,2264,322,670.2,33,9,2026-06-04
ACT00020247,ACC002534,7341,481,1793.5,193,13,2026-05-22
ACT00020248,ACC001319,1532,195,151.5,17,6,2026-07-04
ACT00020249,ACC001680,238,11,396.0,4,2,2026-05-25
ACT00020250,ACC002494,2543,144,785.1,30,14,2026-05-22
ACT00020251,ACC000470,5271,891,434.9,54,67,2026-06-25
ACT00020252,ACC002351,43,30,72.3,3,0,2026-07-05
ACT00020253,ACC001297,329,341,457.7,23,13,2026-07-05
ACT00020254,ACC000649,207,21,459.3,9,4,2026-06-18
ACT00020255,ACC001240,2708,274,330.6,33,15,2026-05-31
ACT00020256,ACC001500,8513,1736,1179.1,181,82,2026-06-09
ACT00020257,ACC002270,2142,142,493.5,32,11,2026-06-16
ACT00020258,ACC002813,8160,722,1329.0,28,77,2026-06-13
ACT00020259,ACC001426,1370,298,458.8,39,10,2026-05-26
ACT00020260,ACC002081,2689,141,594.3,6,3,2026-11-03
ACT00020261,ACC002284,1709,169,389.5,18,3,2026-05-30
ACT00020262,ACC001439,2444,82,444.1,21,3,2026-06-20
ACT00020263,ACC000338,2435,190,610.3,28,4,2026-06-01
ACT00020264,ACC000268,302,83,304.9,8,1,2026-06-07
ACT00020265,ACC002754,1899,93,801.5,15,10,2026-07-05
ACT00020266,ACC002586,-108,64,476.3,3,2,2026-06-24
ACT00020267,ACC001198,7270,1905,1199.2,82,79,2026-06-24
ACT00020268,ACC000591,126,11,37.9,5,2,2026-05-26
ACT00020269,ACC002834,82,20,372.7,11,5,2026-06-13
ACT00020270,ACC000056,934,55,608.6,5,11,2026-06-15
ACT00020271,ACC002958,154,28,237.7,1,2,2026-05-22
ACT00020272,ACC001622,3199,1190,358.1,141,54,2026-06-06
ACT00020273,ACC001003,2592,218,708.8,15,13,2026-05-13
ACT00020274,ACC002855,69,18,561.9,12,4,2026-05-20
ACT00020275,ACC002446,324,74,486.1,12,5,2026-06-05
ACT00020276,ACC001329,10089,504,1069.5,157,33,2026-07-04
ACT00020277,ACC002572,174,93,105.8,2,5,2026-07-02
ACT00020278,ACC001117,674,31,215.5,6,4,2026-05-12
ACT00020279,ACC001721,88,24,260.2,0,1,2026-06-03
ACT00020280,ACC000057,2313,147,174.2,25,15,2026-05-09
ACT00020281,ACC002776,528,61,130.3,38,14,2026-05-29
ACT00020282,ACC002200,107,37,78.1,9,4,2026-05-28
ACT00020283,ACC002848,237,89,290.2,3,0,2026-07-04
ACT00020284,ACC001258,-796,84,618.8,11,3,2026-06-06
ACT00020285,ACC002823,121,3,90.7,5,2,2026-05-07
ACT00020286,ACC002441,422,88,266.3,1,5,2026-06-28
ACT00020287,ACC001339,578,30,212.5,11,4,2026-06-16
ACT00020288,ACC002615,222,34,394.4,2,0,2026-05-15
ACT00020289,ACC002093,99,83,216.4,8,4,2026-06-07
ACT00020290,ACC002390,25,5,125.6,0,2,2026-05-29
ACT00020291,ACC001262,2137,169,168.0,25,2,2026-05-25
ACT00020292,ACC000666,140,43,512.0,10,4,2026-06-18
ACT00020293,ACC000677,783,63,121.8,10,2,2026-05-16
ACT00020294,ACC000385,6961,1826,1152.7,59,21,2026-06-23
ACT00020295,ACC002583,2766,361,631.9,14,5,2026-05-10
ACT00020296,ACC000007,2990,57,569.2,33,14,2026-05-19
ACT00020297,ACC002398,-2441,144,507.1,6,14,2026-06-25
ACT00020298,ACC002794,1424,229,359.4,21,7,2026-06-23
ACT00020299,ACC002855,784,71,437.1,5,4,2026-05-15
ACT00020300,ACC002808,2723,106,483.1,21,2,2026-05-15
ACT00020301,ACC002022,14986,1131,1599.2,107,93,2026-06-08
ACT00020302,ACC001163,135,4,66.9,4,1,2026-05-23
ACT00020303,ACC000671,684,31,386.2,5,5,2026-07-05
ACT00020304,ACC001663,422,255,640.4,10,14,2026-06-29
ACT00020305,ACC002002,718,65,546.2,11,1,2026-05-28
ACT00020306,ACC002350,243,88,202.1,13,4,2026-06-16
ACT00020307,ACC000432,365,57,535.4,6,2,2026-07-03
ACT00020308,ACC002697,115,4,166.1,4,1,2026-06-14
ACT00020309,ACC000033,199,9,161.6,5,1,2026-06-25
ACT00020310,ACC000375,240,13,401.5,8,3,2026-06-02
ACT00020311,ACC000193,2654,385,881.0,28,7,2026-05-26
ACT00020312,ACC001661,1782,297,834.4,13,9,2026-06-18
ACT00020313,ACC002808,610,86,821.9,9,15,2026-06-13
ACT00020314,ACC000168,190,3,265.9,2,0,2026-06-02
ACT00020315,ACC000051,311,99,544.7,11,0,2026-06-28
ACT00020316,ACC001395,178,38,178.3,9,2,2026-07-02
ACT00020317,ACC000950,89,2,236.1,4,0,2026-06-15
ACT00020318,ACC000443,2556,295,828.5,5,7,2026-06-23
ACT00020319,ACC000043,162,26,227.5,4,0,2026-05-27
ACT00020320,ACC001144,12103,1430,1132.9,190,60,2026-05-11
ACT00020321,ACC002045,9147,1066,665.5,193,19,2026-06-10
ACT00020322,ACC001282,713,40,242.4,3,3,2026-05-07
ACT00020323,ACC000010,1543,109,410.0,15,10,2026-05-14
ACT00020324,ACC001012,378,60,232.2,6,0,2026-06-06
ACT00020325,ACC002718,2546,353,876.7,28,7,2026-05-08
ACT00020326,ACC001530,2676,216,638.1,20,5,2026-05-23
ACT00020327,ACC000950,173,12,173.5,1,1,2026-05-09
ACT00020328,ACC001718,240,71,238.6,14,4,2026-05-24
ACT00020329,ACC001194,51,29,209.9,2,1,2026-05-28
ACT00020330,ACC001522,138,29,198.4,4,2,2026-06-02
ACT00020331,ACC000819,2585,129,155.2,32,4,2026-06-22
ACT00020332,ACC001373,398,33,441.2,5,2,2026-06-04
ACT00020333,ACC000489,2958,303,481.7,12,11,2026-06-09
ACT00020334,ACC002469,1508,148,518.5,12,14,2026-07-04
ACT00020335,ACC001896,1972,253,253.0,18,12,2026-06-12
ACT00020336,ACC002320,586,63,506.5,7,5,2026-06-19
ACT00020337,ACC000801,371,17,353.8,1,5,2026-05-12
ACT00020338,ACC002983,571,28,60.1,6,2,2026-06-29
ACT00020339,ACC002708,1936,136,842.1,21,2,2026-05-08
ACT00020340,ACC002189,5821,1787,1160.3,150,34,2026-05-23
ACT00020341,ACC001549,55,19,34.4,5,1,2026-06-26
ACT00020342,ACC000983,1204,110,506.6,34,5,2026-05-14
ACT00020343,ACC002245,182,13,56.0,5,0,2026-06-16
ACT00020344,ACC001472,377,41,488.1,7,4,2026-06-18
ACT00020345,ACC000968,2153,293,635.1,15,8,2026-06-05
ACT00020346,ACC000798,627,201,563.1,15,9,2026-06-17
ACT00020347,ACC001661,1432,388,755.1,12,5,2026-06-19
ACT00020348,ACC000914,76,22,243.5,5,1,2026-07-03
ACT00020349,ACC001115,193,13,81.4,3,2,2026-09-24
ACT00020350,ACC002487,18753,1732,977.0,144,45,2026-06-21
ACT00020351,ACC000640,565,15,121.6,13,5,2026-06-30
ACT00020352,ACC002215,139,82,338.2,3,5,2026-07-06
ACT00020353,ACC000443,1969,335,579.4,30,7,2026-06-10
ACT00020354,ACC000995,70,23,264.3,5,2,2026-05-13
ACT00020355,ACC002554,835,208,210.3,17,10,2026-05-22
ACT00020356,ACC000849,28,2,251.6,3,2,2026-05-23
ACT00020357,ACC001903,2215,394,550.0,11,2,2026-05-27
ACT00020358,ACC001374,302,71,534.1,13,4,2026-05-14
ACT00020359,ACC000097,70,5,267.4,1,1,2026-05-30
ACT00020360,ACC001292,2912,180,557.8,20,3,2026-06-19
ACT00020361,ACC000473,46,17,85.7,5,0,2026-05-12
ACT00020362,ACC000962,463,24,566.1,7,2,2026-07-05
ACT00020363,ACC001940,2601,262,257.9,8,14,2026-07-01
ACT00020364,ACC001442,2501,282,609.7,26,15,2026-06-28
ACT00020365,ACC000915,10097,345,1610.9,80,53,2026-06-05
ACT00020366,ACC002457,1913,386,459.8,35,14,2026-05-30
ACT00020367,ACC002387,610,47,61.7,2,0,2026-05-11
ACT00020368,ACC000810,783,304,404.1,13,11,2026-06-06
ACT00020369,ACC002814,81,2,109.1,3,1,2026-06-03
ACT00020370,ACC002380,610,67,596.5,11,4,2026-06-17
ACT00020371,ACC000295,99,9,101.1,2,1,2026-06-09
ACT00020372,ACC001709,145,4,156.2,5,1,2026-06-10
ACT00020373,ACC002253,11044,1838,894.9,158,19,2026-05-08
ACT00020374,ACC002863,115,30,78.9,3,2,2026-05-16
ACT00020375,ACC000314,59,61,488.0,15,2,2026-05-25
ACT00020376,ACC000669,787,95,132.3,8,4,2026-05-09
ACT00020377,ACC002573,635,77,175.3,7,5,2026-06-24
ACT00020378,ACC001393,769,65,463.9,12,5,2026-05-10
ACT00020379,ACC002307,19877,1852,1513.3,178,50,2026-05-15
ACT00020380,ACC001885,693,64,547.2,4,1,2026-05-19
ACT00020381,ACC000754,535,160,500.9,5,11,2026-06-29
ACT00020382,ACC002594,400,57,74.9,15,3,2026-07-01
ACT00020383,ACC002883,607,59,169.9,11,3,2026-07-04
ACT00020384,ACC001721,62,19,265.1,2,1,2026-06-03
ACT00020385,ACC002670,726,26,592.3,1,3,2026-05-15
ACT00020386,ACC000377,693,51,193.8,9,4,2026-06-03
ACT00020387,ACC002849,629,193,638.8,14,9,2026-05-30
ACT00020388,ACC001365,616,57,162.1,6,4,2026-06-29
ACT00020389,ACC001860,86,38,127.6,2,0,2026-06-08
ACT00020390,ACC000589,173,39,442.2,2,4,2026-05-20
ACT00020391,ACC000875,187,11,434.6,1,4,2026-05-24
ACT00020392,ACC002803,43,16,119.7,4,2,2026-07-03
ACT00020393,ACC000716,122,5,207.7,5,1,2026-06-04
ACT00020394,ACC002358,507,268,664.5,15,6,2026-06-11
ACT00020395,ACC001502,2319,63,555.0,36,10,2026-06-20
ACT00020396,ACC000004,169,6,56.1,0,2,2026-06-07
ACT00020397,ACC001159,54,29,70.9,1,1,2026-07-03
ACT00020398,ACC002348,140,68,585.1,9,4,2026-05-25
ACT00020399,ACC000600,50,29,219.9,1,1,2026-07-01
ACT00020400,ACC002664,184,8,273.9,1,1,2026-06-12
ACT00020401,ACC002973,2557,113,489.6,8,10,2026-10-05
ACT00020402,ACC000858,2088,96,294.9,21,13,2026-05-25
ACT00020403,ACC000826,362,26,112.0,12,1,2026-05-26
ACT00020404,ACC001801,2108,324,744.7,19,8,2026-06-18
ACT00020405,ACC000255,17006,944,408.9,151,99,2026-07-03
ACT00020406,ACC001495,2467,316,582.6,35,2,2026-05-26
ACT00020407,ACC000727,791,47,344.8,2,5,2026-06-01
ACT00020408,ACC001765,76,26,232.4,0,0,2026-06-30
ACT00020409,ACC002849,538,365,122.7,22,13,2026-05-25
ACT00020410,ACC000305,459,79,297.0,13,5,2026-06-20
ACT00020411,ACC000219,114,19,267.7,5,2,2026-08-08
ACT00020412,ACC002732,1335,59,246.4,21,5,2026-05-09
ACT00020413,ACC000724,710,76,222.8,2,1,2026-06-06
ACT00020414,ACC002616,16058,1957,1518.6,162,23,2026-06-09
ACT00020415,ACC001631,328,43,85.8,14,0,2026-05-29
ACT00020416,ACC000269,71,17,102.7,2,1,2026-07-03
ACT00020417,ACC001534,172,11,282.3,2,0,2026-05-11
ACT00020418,ACC001943,2686,301,794.2,10,7,2026-05-30
ACT00020419,ACC002607,614,27,496.6,14,4,2026-06-09
ACT00020420,ACC001838,158,4,155.2,1,0,2026-07-04
ACT00020421,ACC000151,1953,304,198.4,10,9,2026-06-23
ACT00020422,ACC001688,772,98,403.0,1,0,2026-06-27
ACT00020423,ACC001989,556,74,303.1,8,0,2026-06-20
ACT00020424,ACC001706,70,17,354.5,1,4,2026-06-09
ACT00020425,ACC002783,494,78,557.5,5,5,2026-06-08
ACT00020426,ACC000143,1008,164,761.4,17,5,2026-05-16
ACT00020427,ACC002522,445,83,379.7,7,2,2026-06-14
ACT00020428,ACC001107,240,182,815.0,12,11,2026-06-01
ACT00020429,ACC001544,565,257,628.3,33,9,2026-05-26
ACT00020430,ACC001925,759,18,511.0,3,4,2026-06-13
ACT00020431,ACC001518,379,292,196.9,9,4,2026-06-25
ACT00020432,ACC002289,2047,114,505.9,13,13,2026-05-30
ACT00020433,ACC001791,1293,1371,338.3,72,93,2026-05-25
ACT00020434,ACC001009,630,92,482.7,9,4,2026-06-26
ACT00020435,ACC001047,702,18,409.1,2,2,2026-05-26
ACT00020436,ACC001830,17462,214,1379.4,188,14,2026-05-08
ACT00020437,ACC002416,527,60,464.7,6,5,2026-05-19
ACT00020438,ACC001850,175,7,107.8,4,1,2026-05-29
ACT00020439,ACC002099,998,325,734.5,25,11,2026-05-11
ACT00020440,ACC002565,438,49,268.1,2,3,2026-05-16
ACT00020441,ACC002054,1094,527,1075.0,130,13,2026-06-06
ACT00020442,ACC002977,193,3,30.7,5,2,2026-07-06
ACT00020443,ACC001714,2021,392,187.5,31,2,2026-07-03
ACT00020444,ACC000138,501,10,119.0,13,3,2026-05-29
ACT00020445,ACC001957,2900,354,697.5,25,3,2026-06-26
ACT00020446,ACC000027,197,11,179.2,2,2,2026-06-23
ACT00020447,ACC000984,757,96,353.8,2,2,2026-06-18
ACT00020448,ACC000893,147,97,236.2,13,3,2026-05-14
ACT00020449,ACC000851,-2241,175,177.0,8,2,2026-06-20
ACT00020450,ACC000845,2176,351,787.2,37,14,2026-07-06
ACT00020451,ACC002729,222,66,504.1,13,3,2026-06-22
ACT00020452,ACC002655,12785,1934,1676.2,136,27,2026-06-20
ACT00020453,ACC001159,94,24,220.8,5,1,2026-05-24
ACT00020454,ACC001513,657,90,419.0,13,2,2026-06-26
ACT00020455,ACC002610,317,97,425.7,15,1,2026-05-20
ACT00020456,ACC001120,189,14,475.4,14,4,2026-06-07
ACT00020457,ACC002393,109,6,246.6,0,0,2026-06-03
ACT00020458,ACC000923,178,23,197.3,2,1,2026-05-22
ACT00020459,ACC000008,600,90,306.6,15,8,2026-06-12
ACT00020460,ACC000636,141,25,565.2,9,3,2026-05-19
ACT00020461,ACC000358,1692,293,502.1,32,10,2026-05-23
ACT00020462,ACC000537,28,11,179.2,0,2,2026-05-13
ACT00020463,ACC000220,642,26,379.8,10,1,2026-05-27
ACT00020464,ACC000482,468,126,622.6,27,4,2026-05-25
ACT00020465,ACC002521,29,24,45.4,4,0,2026-05-24
ACT00020466,ACC000812,552,20,131.6,5,3,2026-06-17
ACT00020467,ACC001529,749,31,583.2,7,5,2026-06-07
ACT00020468,ACC002208,2488,52,809.4,25,14,2026-06-01
ACT00020469,ACC002428,2893,323,655.7,7,5,2026-05-12
ACT00020470,ACC000717,1476,394,666.8,27,15,2026-05-15
ACT00020471,ACC001186,1673,329,780.7,30,6,2026-05-27
ACT00020472,ACC000705,1827,286,285.3,22,13,2026-05-25
ACT00020473,ACC001921,1551,325,599.1,16,6,2026-06-05
ACT00020474,ACC001034,938,397,635.4,5,8,2026-05-08
ACT00020475,ACC000074,69,38,108.0,12,1,2026-06-27
ACT00020476,ACC001047,291,63,129.6,4,3,2026-05-07
ACT00020477,ACC002075,12365,1504,348.8,127,78,2026-06-16
ACT00020478,ACC000202,139,95,244.1,12,5,2026-06-10
ACT00020479,ACC001259,1223,98,566.5,17,11,2026-05-13
ACT00020480,ACC001123,140,20,184.1,5,1,2026-07-05
ACT00020481,ACC002089,178,72,378.9,7,4,2026-05-28
ACT00020482,ACC000816,8714,445,302.3,118,98,2026-05-27
ACT00020483,ACC002322,187,97,373.2,14,5,2026-05-10
ACT00020484,ACC002177,159,13,65.9,4,1,2026-06-06
ACT00020485,ACC000582,14146,1180,1734.4,170,29,2026-06-14
ACT00020486,ACC001117,416,14,255.1,13,3,2026-06-21
ACT00020487,ACC000745,188,4,290.6,3,1,2026-06-20
ACT00020488,ACC002207,749,180,492.1,15,2,2026-06-15
ACT00020489,ACC000665,2299,308,156.9,18,8,2026-06-06
ACT00020490,ACC002559,37,17,44.8,1,0,2026-07-01
ACT00020491,ACC001328,1445,399,507.2,28,12,2026-05-13
ACT00020492,ACC002119,13286,461,1619.7,85,77,2026-06-27
ACT00020493,ACC001775,58,19,277.8,0,2,2026-05-26
ACT00020494,ACC001082,16900,290,1299.5,67,82,2026-06-21
ACT00020495,ACC000660,776,67,82.0,3,1,2026-05-23
ACT00020496,ACC002580,579,60,106.1,13,0,2026-07-06
ACT00020497,ACC001991,1923,296,255.8,10,4,2026-06-24
ACT00020498,ACC002977,15,18,106.3,4,1,2026-07-01
ACT00020499,ACC000381,798,65,466.4,9,3,2026-06-05
ACT00020500,ACC000281,379,98,583.5,10,0,2026-06-04
ACT00020501,ACC002009,172,13,244.0,5,2,2026-05-11
ACT00020502,ACC001155,78,20,110.7,0,0,2026-06-03
ACT00020503,ACC001200,8,7,252.3,5,2,2026-06-11
ACT00020504,ACC001972,159,50,547.1,2,4,2026-06-15
ACT00020505,ACC001466,31,16,162.9,2,0,2026-06-24
ACT00020506,ACC000684,605,50,259.5,14,3,2026-05-28
ACT00020507,ACC002276,2499,326,881.4,38,2,2026-06-13
ACT00020508,ACC001252,384,38,571.9,1,1,2026-05-17
ACT00020509,ACC002703,668,100,271.4,13,3,2026-06-29
ACT00020510,ACC002725,2707,240,554.7,18,2,2026-06-02
ACT00020511,ACC001561,18705,1742,1766.9,129,20,2026-05-30
ACT00020512,ACC002945,2534,329,624.3,5,5,2026-06-02
ACT00020513,ACC000623,228,140,149.0,31,8,2026-05-07
ACT00020514,ACC002323,198,23,110.1,2,2,2026-06-11
ACT00020515,ACC000272,6948,1629,888.2,39,85,2026-05-22
ACT00020516,ACC000062,676,50,505.4,4,3,2026-07-01
ACT00020517,ACC000003,2643,383,695.6,34,10,2026-12-25
ACT00020518,ACC001023,530,45,519.3,13,1,2026-05-13
ACT00020519,ACC001761,704,69,138.1,6,2,2026-05-31
ACT00020520,ACC001925,366,73,249.3,7,2,2026-05-16
ACT00020521,ACC000497,487,90,422.0,3,2,2026-05-19
ACT00020522,ACC000466,354,68,453.5,15,5,2026-10-18
ACT00020523,ACC001460,276,19,230.9,1,5,2026-06-11
ACT00020524,ACC002871,115,9,293.0,3,0,2026-06-05
ACT00020525,ACC002540,2086,626,1421.6,131,97,2026-06-15
ACT00020526,ACC002126,554,14,101.0,14,4,2026-06-21
ACT00020527,ACC002811,8714,493,1035.3,48,86,2026-06-15
ACT00020528,ACC002632,1517,66,650.9,31,6,2026-05-22
ACT00020529,ACC000844,756,46,338.0,4,4,2026-06-10
ACT00020530,ACC001980,122,51,123.0,14,0,2026-05-26
ACT00020531,ACC001076,185,15,394.1,4,5,2026-05-17
ACT00020532,ACC001212,169,20,92.1,2,1,2026-06-08
ACT00020533,ACC000866,58,61,324.3,3,3,2026-06-08
ACT00020534,ACC001318,86,47,576.8,7,2,2026-06-25
ACT00020535,ACC002848,266,81,142.2,5,0,2026-06-05
ACT00020536,ACC002072,2225,149,154.5,34,5,2026-05-11
ACT00020537,ACC002820,1179,219,390.1,38,13,2026-06-22
ACT00020538,ACC001134,-2916,124,399.1,13,12,2026-05-19
ACT00020539,ACC002544,208,45,304.5,11,2,2026-06-01
ACT00020540,ACC000110,499,28,539.3,2,3,2026-05-27
ACT00020541,ACC000542,1127,391,121.9,35,10,2026-06-30
ACT00020542,ACC000249,1676,165,377.1,37,5,2026-05-28
ACT00020543,ACC000188,2386,299,282.8,19,6,2026-05-07
ACT00020544,ACC002125,-1719,319,644.2,7,8,2026-05-27
ACT00020545,ACC002326,2473,62,679.0,36,5,2026-05-28
ACT00020546,ACC001811,139,6,183.2,3,2,2026-05-08
ACT00020547,ACC002818,65,2,62.9,4,0,2026-05-19
ACT00020548,ACC000361,526,357,177.3,31,15,2026-05-07
ACT00020549,ACC001127,139,19,213.6,1,0,2026-06-13
ACT00020550,ACC002716,368,65,533.5,4,2,2026-05-15
ACT00020551,ACC000599,1517,230,591.7,30,15,2026-06-22
ACT00020552,ACC002030,26,1,296.0,4,1,2026-05-28
ACT00020553,ACC002761,639,271,599.1,21,13,2026-06-16
ACT00020554,ACC001988,582,250,640.7,26,4,2026-06-24
ACT00020555,ACC002974,133,8,184.9,0,1,2026-05-25
ACT00020556,ACC001338,231,22,556.6,9,3,2026-07-03
ACT00020557,ACC002269,79,75,158.8,6,0,2026-06-28
ACT00020558,ACC001319,1058,155,336.6,17,12,2026-07-25
ACT00020559,ACC001347,679,37,549.4,14,4,2026-06-06
ACT00020560,ACC001278,223,57,354.7,5,3,2026-06-13
ACT00020561,ACC001981,374,21,151.8,1,3,2026-05-21
ACT00020562,ACC000891,507,80,361.7,6,5,2026-05-23
ACT00020563,ACC001571,1921,334,128.1,30,10,2026-06-17
ACT00020564,ACC002219,2651,203,1792.1,37,27,2026-06-14
ACT00020565,ACC001153,35,17,267.4,3,0,2026-06-26
ACT00020566,ACC000821,-6185,1570,392.5,74,41,2026-06-20
ACT00020567,ACC002735,189,74,386.1,8,4,2026-05-27
ACT00020568,ACC002658,684,84,343.4,9,3,2026-05-20
ACT00020569,ACC002211,4358,1076,310.0,177,13,2026-05-22
ACT00020570,ACC002274,693,169,156.7,13,14,2026-07-04
ACT00020571,ACC001475,498,306,791.2,40,4,2026-06-02
ACT00020572,ACC000963,53,21,31.9,5,2,2026-06-19
ACT00020573,ACC000983,2068,287,518.0,30,14,2026-05-24
ACT00020574,ACC000559,670,47,453.6,13,5,2026-05-17
ACT00020575,ACC000020,2967,352,686.3,20,9,2026-06-22
ACT00020576,ACC000325,237,41,237.5,2,0,2026-05-26
ACT00020577,ACC001050,160,26,587.2,14,3,2026-05-09
ACT00020578,ACC001123,57,10,256.1,0,1,2026-06-25
ACT00020579,ACC000557,445,61,71.2,15,4,2026-06-24
ACT00020580,ACC000602,-657,97,566.4,12,4,2026-06-16
ACT00020581,ACC002818,92,15,299.5,4,1,2026-06-14
ACT00020582,ACC000413,-1467,332,839.8,33,9,2026-06-23
ACT00020583,ACC000654,554,71,595.2,10,4,2026-06-19
ACT00020584,ACC001991,1340,52,273.8,14,2,2026-05-13
ACT00020585,ACC001704,772,372,768.5,35,13,2026-06-16
ACT00020586,ACC000559,227,27,169.5,12,5,2026-05-13
ACT00020587,ACC002194,207,37,207.7,12,4,2026-06-07
ACT00020588,ACC002310,53,21,51.0,1,1,2026-05-16
ACT00020589,ACC001209,378,17,212.5,6,4,2026-06-01
ACT00020590,ACC001529,696,86,544.5,9,4,2026-06-09
ACT00020591,ACC000086,749,66,251.2,6,2,2026-06-17
ACT00020592,ACC000295,112,11,62.3,3,2,2026-07-03
ACT00020593,ACC002575,604,48,214.1,15,0,2026-05-14
ACT00020594,ACC001144,5270,1283,747.5,58,49,2026-06-30
ACT00020595,ACC000166,52,13,78.4,0,1,2026-06-26
ACT00020596,ACC002847,617,49,573.0,6,4,2026-05-31
ACT00020597,ACC002820,2139,305,381.0,36,3,2026-05-24
ACT00020598,ACC000331,93,58,323.9,2,5,2026-06-04
ACT00020599,ACC001547,1848,332,561.9,12,5,2026-06-25
ACT00020600,ACC000369,1087,308,140.2,7,9,2026-07-02
ACT00020601,ACC002421,2540,171,583.4,37,6,2026-07-04
ACT00020602,ACC000422,17902,1940,778.8,33,12,2026-06-25
ACT00020603,ACC002784,446,33,564.4,10,0,2026-06-11
ACT00020604,ACC001923,1257,1049,1485.9,184,56,2026-05-25
